Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,description,image_url,EA_id
Two Women Talking on Street,,Samuel D. Ehrhart,American,,,20 x 24 1/8,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/27999/resize:format$003dfull,1d2c15c996e1
Two Young Men in an Interior,,Samuel D. Ehrhart,American,,,20 x 27,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/27996/resize:format$003dfull,ba21c04bd696
U.S.S. Independence Burning after a Bomb Explosion,1946,Arthur Edwaine Beaumont,American,1890,1978,15 x 20,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Geoffrey C. Beaumont",,http://emuseum.huntington.org/internal/media/dispatcher/17990/resize:format$003dfull,f5bc01806f69
"Ulleswater, England, April 18, 1908",1908,Joseph Basil Girard,American,1846,1918,5 5/8 x 7 7/16,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20113/resize:format$003dfull,2f6ed99d3abc
"Uma-pine, Cayuse Tribe, W.T.",1878,Charles Erskine Wood,American,1852,1944,12 1/2 x 8 5/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16164/resize:format$003dfull,ab46c2c0d80b
"Umapine, a Cayuse Indian",1878,Charles Erskine Wood,American,1852,1944,12 3/16 x 7 1/16,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16165/resize:format$003dfull,a6cbb2a5dd12
Untitled,,Jack Levine,American,1915,,11 x 8 3/4,graphite on tan paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Donald M. Treiman in memory of his mother, Joyce Treiman",,http://emuseum.huntington.org/internal/media/dispatcher/18153/resize:format$003dfull,1965b374ce0c
Untitled,1942,Hans Hofmann,American,1880,1960,14 x 17,crayon and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Ameringer-Howard Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/28075/resize:format$003dfull,729a7703cb2b
Untitled,1891,Christian Jorgensen,American,1860,1935,5 3/4 x 10,watercolor on paper mounted on board,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27937/resize:format$003dfull,dbbb130c59c0
Untitled,,Charles Erskine Wood,American,1852,1944,12 3/8 x 8 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16137/resize:format$003dfull,0ff6032fccfb
Untitled,6/13/1924,Blanche Lazzell,American,1878,1956,10 1/2 x 8 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond",,http://emuseum.huntington.org/internal/media/dispatcher/18155/resize:format$003dfull,bcde0f3c62d2
Untitled,6/13/1924,Blanche Lazzell,American,1878,1956,10 1/2 x 8 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond",,http://emuseum.huntington.org/internal/media/dispatcher/18156/resize:format$003dfull,f40af4299da3
Untitled,6/13/1924,Blanche Lazzell,American,1878,1956,10 1/2 x 8 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond",,http://emuseum.huntington.org/internal/media/dispatcher/18157/resize:format$003dfull,8843fd29da0b
Untitled,6/13/1924,Blanche Lazzell,American,1878,1956,10 1/2 x 8 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond",,http://emuseum.huntington.org/internal/media/dispatcher/18158/resize:format$003dfull,20999853ff48
Untitled,6/13/1924,Blanche Lazzell,American,1878,1956,10 1/2 x 8 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond",,http://emuseum.huntington.org/internal/media/dispatcher/18159/resize:format$003dfull,36e80d5ea11e
Untitled,6/13/1924,Blanche Lazzell,American,1878,1956,10 1/2 x 8 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond",,http://emuseum.huntington.org/internal/media/dispatcher/18160/resize:format$003dfull,96fc7adaa00e
Untitled,6/13/1924,Blanche Lazzell,American,1878,1956,10 1/2 x 8 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Harriette and Martin Diamond",,http://emuseum.huntington.org/internal/media/dispatcher/18161/resize:format$003dfull,05a050a08957
Untitled,,,,,,sheet: 14 3/4 x 21 3/4,oil on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Donald M. Treiman in memory of his mother, Joyce Treiman",,http://emuseum.huntington.org/internal/media/dispatcher/29350/resize:format$003dfull,cd026ab2f555
Untitled,,,,,,sheet: 14 x 12,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Donald M. Treiman in memory of his mother, Joyce Treiman",,http://emuseum.huntington.org/internal/media/dispatcher/29351/resize:format$003dfull,528a41bc2e47
Untitled,,E. A. Burbank,American,1858,1949,13 1/8 x 10 3/4,graphite highlighted in white ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",,http://emuseum.huntington.org/internal/media/dispatcher/22339/resize:format$003dfull,2c753ff9f03a
Untitled,,E. A. Burbank,American,1858,1949,14 1/4 x 11 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",,http://emuseum.huntington.org/internal/media/dispatcher/22340/resize:format$003dfull,cc733ae14130
Untitled,,Joseph Cornell,American,1903,1972,12 x 9,"fiberboard panel with a black and white magazine photo of Joyce in parka partially stained orange over French, German and Dutch text pages, blue and red pencil lines, blue staining at top, right and bottom; verso covered with mailla paper stained blue mostly covered by German-Latin text page, detail of illustration of fork, knife and spoon at upper left","The Huntington Library, Art Collections, and Botanical Gardens.  Gift of the Joseph and Robert Cornell Memorial Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/26238/resize:format$003dfull,6791a7dfce74
Untitled,,Joseph Cornell,American,1903,1972,12 x 9,"on the rough side of a fiberboard panel: photostat of black and white photo of close-up of medieval/ramanesque grill-work showing a deer entwined in arabesques, stained blue and pink overall; verso covered with paper stained brown and purple","The Huntington Library, Art Collections, and Botanical Gardens.  Gift of the Joseph and Robert Cornell Memorial Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/26242/resize:format$003dfull,e6258599b606
Untitled,,Joseph Cornell,American,1903,1972,12 x 9,"on fiberboard panel: black and white magazine photo of shuttered windows in brick wall with detail of magazine photo of tree sgainst cloudy blue sky, manilla paper stained dark blue around edges; verso covered with manilla paper stained dark blue","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/26276/resize:format$003dfull,fcd8b93da13c
Untitled,,Joseph Cornell,American,1903,1972,11 15/16 x 8 15/16,"on rough side of fiberboard panel: photograph of bust-length female nude with braid, side view, with constellation diagrams in hair, manilla paper border along right and bottom edges, stained blue over-all; verso covered with mailla paper unevenly stained dark blue","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/26254/resize:format$003dfull,f7823c803712
Untitled,13-Nov-67,Joseph Cornell,American,1903,1972,12 x 9,"on rough side of fiberboard panel: paper stained blue with darker stains at center and edges, magazine photo of house-shaped clock at center stained blue-green, detail of bird at center right, book cutout of constellation Cassiopeia at upper center, incised and white graphite lines; verso covered with paper unevenly stained blue","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/26258/resize:format$003dfull,0d8efdb76055
Untitled,,Joseph Cornell,American,1903,1972,12 x 9,fiberboard panel with a photo attached,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/26266/resize:format$003dfull,eaaf1fb8abce
Untitled,,Joseph Cornell,American,1903,1972,4 1/2 x 4 1/4,fiberboard panel with a photo attached,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/26270/resize:format$003dfull,6a6e2ace08b0
Untitled,,Joseph Cornell,American,1903,1972,9 x 12,fiberboard panel with a photo attached,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/26273/resize:format$003dfull,3ca67e60a2f2
Untitled,,Harry L. Chorlton,American,,,8 1/4 x 5 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Betty Southam",,http://emuseum.huntington.org/internal/media/dispatcher/28077/resize:format$003dfull,9c05a5cf9ab8
Untitled,,Harry L. Chorlton,American,,,8 1/4 x 5 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Betty Southam",,http://emuseum.huntington.org/internal/media/dispatcher/28079/resize:format$003dfull,1fa5c0e7d836
Untitled,,Harry L. Chorlton,American,,,11 x 7 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Betty Southam",,http://emuseum.huntington.org/internal/media/dispatcher/28080/resize:format$003dfull,1282cda31ffd
Untitled,1908,Joseph Basil Girard,American,1846,1918,sheet: 4 13/16 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/28489/resize:format$003dfull,bbc1aaaa6742
Untitled (Laurel?),10-Mar-69,Joseph Cornell,American,1903,1972,12 1/16 x 9 1/16,"on the rough side of a fiberboard panel: photoprint of backyard Quince tree with some light brown and orange staining, paper border stained dark brown, brown and orange, black ink and yellow pencil lines; verso covered with olive colored paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of the Joseph and Robert Cornell Memorial Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/26246/resize:format$003dfull,696da4f7b272
Untitled (Waldo Pierce),ions: sheet: 18 1/4 x 13 1/4 in. (46.4 x 33.7 cm.)\r\nplatemark: 15 1/4 x 10 3/4 in. (38.7 x 27.3 cm.),Don Freeman,American,1908,1978,,2012.5.21,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/31090/resize:format$003dfull,7f06041cbfae
Untitled (Waldo Pierce),,Don Freeman,American,1908,1978,sheet: 18 1/4 x 13 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/31092/resize:format$003dfull,b173cd0c9880
Untitled (William Glackens),,Don Freeman,American,1908,1978,sheet: 18 1/4 x 13 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/31083/resize:format$003dfull,36b2d50b0197
Untitled (William Glackens),,Don Freeman,American,1908,1978,sheet: 18 1/4 x 13 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/31085/resize:format$003dfull,d59e4c5ceba4
Untitled (William Glackens),,Don Freeman,American,1908,1978,sheet: 18 1/4 x 13 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/31087/resize:format$003dfull,594a29073b1d
Vagabond at Rest,1849,James H. Cafferty,American,1819,1869,8 1/4 x 8 1/4,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16202/resize:format$003dfull,663c09ca480b
"Valley Floor, with View of Cathedral Spires",1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/28303/resize:format$003dfull,85cfbfd72c8e
Vallombrosa,1847,John Frederick Kensett,American,1816,1872,11 1/2 x 17,graphite on buff paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18015/resize:format$003dfull,a08885952583
Vaudeville: Two Men,1916,Charles Demuth,American,1883,1935,,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Margery and Maurice Katz","Charles Demuth is best known for his dynamic paintings of fire engines and grain elevators done in a Precisionist style similar to that of Charles Sheeler (whose work is on view elsewhere in this gallery). However, he also loved New York and adopted the city's nightlife as one of his subjects. In Vaudeville: Two Men he used vivid colors and a sensuous, fluid style to depict a painted backdrop and suggest the movement of two dancers from a variety show. A deft stroke of the artist's pencil gives the dancer on the left a witty wink.",http://emuseum.huntington.org/internal/media/dispatcher/21517/resize:format$003dfull,6fc95b49c571
