technique,provenance,title,imageUrl,dimensions,artist,type,url,EA_id
Gelatin silver print,Gift of Roderick Lyons,Rosa Parks,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLyons%5FRosaParks%2Ejpg,"10"" H x 6.75"" W",Roderick J. Lyons,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Roderick+J%2E+Lyons&whereclause=where+maker%3D%27Roderick+J%2E+Lyons%27+OR+cleanmaker%3D%27Roderick+J%2E+Lyons%27+OR+maker1%3D%27Roderick+J%2E+Lyons%27+OR+maker2%3D%27Roderick+J%2E+Lyons%27+OR+maker3%3D%27Roderick+J%2E+Lyons%27+OR+maker4%3D%27Roderick+J%2E+Lyons%27+OR+maker5%3D%27Roderick+J%2E+Lyons%27&current_record=1,5ece93cfb735
collage and watercolor on paper,California Afro-American Museum Foundation purchase,Mecklenburg Morning & Evening Sunrise,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CSunrise%2Ejpg,"12"" x  9""",Romare Bearden,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=1,393a46fbc5c6
Serigraph,California Afro-American Museum Foundation purchase,In the Garden,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CInTheGarden%2Ejpg,"28.75"" x 21.25",Romare Bearden,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=2,3a525ec5b86b
Serigraph,California Afro-American Museum Foundation purchase,Prevalence of Ritual #4,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPRIV%2Ejpg,"46"" x 39""",Romare Bearden,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=3,1c19db807010
Serigraph,California Afro-American Museum Foundation purchase,Prevalence of Ritual #3,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPRIII%2Ejpg,"39"" x 46½""",Romare Bearden,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=4,000d6a035c9e
Serigraph,California Afro-American Museum Foundation purchase,Prevalence of Ritual #2,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPRII%2Ebmp,"46"" x 39""",Romare Bearden,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=5,df6a4676cad2
Serigraph,California Afro-American Museum Foundation purchase,Prevalence of Ritual #1,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPRI%2Ejpg,"46"" x 39""",Romare Bearden,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=6,90b024225c6c
Serigraph,California Afro-American Museum Foundation purchase,Prevalence of Ritual #5,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPRV%2Ebmp,"46"" x 39""",Romare Bearden,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=7,d0ab940bcd2b
Serigraph,California Afro-American Museum Foundation purchase,Quilting Time,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CQuilting%2Ebmp,"25.75"" x 30.75""",Romare Bearden,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=8,ae9c272dbee7
Serigraph,Bequest of Alfred C. Darby,(Piano Lesson) Homage to Mary Lou,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBearden%5CPiano%2Ejpg,"37"" x 28¼""",Romare Bearden,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Romare+Bearden&whereclause=where+maker%3D%27Romare+Bearden%27+OR+cleanmaker%3D%27Romare+Bearden%27+OR+maker1%3D%27Romare+Bearden%27+OR+maker2%3D%27Romare+Bearden%27+OR+maker3%3D%27Romare+Bearden%27+OR+maker4%3D%27Romare+Bearden%27+OR+maker5%3D%27Romare+Bearden%27&current_record=9,7e521b9b17f3
ceramic,Gift of Sharon Denise Smith and the Rose-Smith Collection,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBishop%2Ebmp,"8.5"" diameter",Rose-Smith,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rose%2DSmith&whereclause=where+maker%3D%27Rose%2DSmith%27+OR+cleanmaker%3D%27Rose%2DSmith%27+OR+maker1%3D%27Rose%2DSmith%27+OR+maker2%3D%27Rose%2DSmith%27+OR+maker3%3D%27Rose%2DSmith%27+OR+maker4%3D%27Rose%2DSmith%27+OR+maker5%3D%27Rose%2DSmith%27&current_record=1,9315a460998e
Oil on railroad board (graffito carved),Gift of S. and W. White,A Tear and a Glow for JFK/Portrait of a Young Boy,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSykes%5C96%5F1%2EJpg,"39"" x 28.75"" x 2""",Rozzell Sykes,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rozzell+Sykes&whereclause=where+maker%3D%27Rozzell+Sykes%27+OR+cleanmaker%3D%27Rozzell+Sykes%27+OR+maker1%3D%27Rozzell+Sykes%27+OR+maker2%3D%27Rozzell+Sykes%27+OR+maker3%3D%27Rozzell+Sykes%27+OR+maker4%3D%27Rozzell+Sykes%27+OR+maker5%3D%27Rozzell+Sykes%27&current_record=1,086c7bcc18a4
Acrylic on canvas,Gift of S. and W. White,The Tribesman/Bay Study,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSykes%5C96%5F6%2EJpg,"44.5"" x 32.25"" x 2""",Rozzell Sykes,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rozzell+Sykes&whereclause=where+maker%3D%27Rozzell+Sykes%27+OR+cleanmaker%3D%27Rozzell+Sykes%27+OR+maker1%3D%27Rozzell+Sykes%27+OR+maker2%3D%27Rozzell+Sykes%27+OR+maker3%3D%27Rozzell+Sykes%27+OR+maker4%3D%27Rozzell+Sykes%27+OR+maker5%3D%27Rozzell+Sykes%27&current_record=2,05eb666dab2e
Impasto acrylics on railroad board,Gift of S. and W. White,The Face of JuJu/Bay Study,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSykes%5C96%5F4%2EJpg,"41"" x 31""",Rozzell Sykes,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rozzell+Sykes&whereclause=where+maker%3D%27Rozzell+Sykes%27+OR+cleanmaker%3D%27Rozzell+Sykes%27+OR+maker1%3D%27Rozzell+Sykes%27+OR+maker2%3D%27Rozzell+Sykes%27+OR+maker3%3D%27Rozzell+Sykes%27+OR+maker4%3D%27Rozzell+Sykes%27+OR+maker5%3D%27Rozzell+Sykes%27&current_record=3,bb47d61fdfcc
Lithograph,Bequest of Alfred C. Darby,Personage en Cave,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTamaya%5FPersonage%2Ejpg,"41¼"" x 31""",Rufino Tamayo,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Rufino+Tamayo&whereclause=where+maker%3D%27Rufino+Tamayo%27+OR+cleanmaker%3D%27Rufino+Tamayo%27+OR+maker1%3D%27Rufino+Tamayo%27+OR+maker2%3D%27Rufino+Tamayo%27+OR+maker3%3D%27Rufino+Tamayo%27+OR+maker4%3D%27Rufino+Tamayo%27+OR+maker5%3D%27Rufino+Tamayo%27&current_record=1,0b4d92d0df0a
Stereograph photography,Gift of Paul Kiler,Louisiana Scenery. Cutting Sugar Cane,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CStereo+cards%5CCutting+Sugar+Cane%2Ejpg,"4"" H x 7"" W",S.T. Blessing,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+S%2ET%2E+Blessing&whereclause=where+maker%3D%27S%2ET%2E+Blessing%27+OR+cleanmaker%3D%27S%2ET%2E+Blessing%27+OR+maker1%3D%27S%2ET%2E+Blessing%27+OR+maker2%3D%27S%2ET%2E+Blessing%27+OR+maker3%3D%27S%2ET%2E+Blessing%27+OR+maker4%3D%27S%2ET%2E+Blessing%27+OR+maker5%3D%27S%2ET%2E+Blessing%27&current_record=1,2f4d5ddb3148
Lithograph,Bequest of Alfred C. Darby,Untitled,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFrancisSam%5Funtitled%2Ejpg,"15"" H x 11.25"" W",Sam Francis,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sam+Francis&whereclause=where+maker%3D%27Sam+Francis%27+OR+cleanmaker%3D%27Sam+Francis%27+OR+maker1%3D%27Sam+Francis%27+OR+maker2%3D%27Sam+Francis%27+OR+maker3%3D%27Sam+Francis%27+OR+maker4%3D%27Sam+Francis%27+OR+maker5%3D%27Sam+Francis%27&current_record=1,85867cbab86a
"cardboard, paper, hot melt adhesive",Gift of Sam Gilliam,model for CAAM Hues,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGilliam%5CCAAM+Hues+model%2Ejpg,"18"" x 27"" 18""",Sam Gilliam,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sam+Gilliam&whereclause=where+maker%3D%27Sam+Gilliam%27+OR+cleanmaker%3D%27Sam+Gilliam%27+OR+maker1%3D%27Sam+Gilliam%27+OR+maker2%3D%27Sam+Gilliam%27+OR+maker3%3D%27Sam+Gilliam%27+OR+maker4%3D%27Sam+Gilliam%27+OR+maker5%3D%27Sam+Gilliam%27&current_record=1,a0b547f84e1f
"Aluminum, polyurethane paint","Commissioned by the California Arts Council, Art in Public Buildings Program",CAAM Hues,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CGilliam%5CGilliam%5FCAAMHues%2Ejpg,"95.5 H x 103 W x 66""D",Sam Gilliam,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sam+Gilliam&whereclause=where+maker%3D%27Sam+Gilliam%27+OR+cleanmaker%3D%27Sam+Gilliam%27+OR+maker1%3D%27Sam+Gilliam%27+OR+maker2%3D%27Sam+Gilliam%27+OR+maker3%3D%27Sam+Gilliam%27+OR+maker4%3D%27Sam+Gilliam%27+OR+maker5%3D%27Sam+Gilliam%27&current_record=2,e8dbe6c2c83a
Photo-mechanical reproduction,Gift from Samuel Goldwyn Co.,To Sleep With Anger,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CTo+Sleep+with+Anger%2Ejpg,"44"" x 29""",Samuel Goldwyn Company,LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Samuel+Goldwyn+Company&whereclause=where+maker%3D%27Samuel+Goldwyn+Company%27+OR+cleanmaker%3D%27Samuel+Goldwyn+Company%27+OR+maker1%3D%27Samuel+Goldwyn+Company%27+OR+maker2%3D%27Samuel+Goldwyn+Company%27+OR+maker3%3D%27Samuel+Goldwyn+Company%27+OR+maker4%3D%27Samuel+Goldwyn+Company%27+OR+maker5%3D%27Samuel+Goldwyn+Company%27&current_record=1,08640ee3a49a
Photo-mechanical reproduction,Gift of Samuel Goldwyn Co.,Hollywood Shuffle,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CHollywood+Shuffle%2Ejpg,"44"" x 29""",Samuel Goldwyn Company,LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Samuel+Goldwyn+Company&whereclause=where+maker%3D%27Samuel+Goldwyn+Company%27+OR+cleanmaker%3D%27Samuel+Goldwyn+Company%27+OR+maker1%3D%27Samuel+Goldwyn+Company%27+OR+maker2%3D%27Samuel+Goldwyn+Company%27+OR+maker3%3D%27Samuel+Goldwyn+Company%27+OR+maker4%3D%27Samuel+Goldwyn+Company%27+OR+maker5%3D%27Samuel+Goldwyn+Company%27&current_record=2,dfaa173aa046
Photo-mechanical reproduction,Gift of Samuel Goldwyn Co.,Straight Out of Brooklyn,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CStraight+Out+of+Brooklyn%2Ejpg,"43"" x 29""",Samuel Goldwyn Company,LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Samuel+Goldwyn+Company&whereclause=where+maker%3D%27Samuel+Goldwyn+Company%27+OR+cleanmaker%3D%27Samuel+Goldwyn+Company%27+OR+maker1%3D%27Samuel+Goldwyn+Company%27+OR+maker2%3D%27Samuel+Goldwyn+Company%27+OR+maker3%3D%27Samuel+Goldwyn+Company%27+OR+maker4%3D%27Samuel+Goldwyn+Company%27+OR+maker5%3D%27Samuel+Goldwyn+Company%27&current_record=3,3eb907e37466
oil on metal and wood,Gift of the Artist,S/he in the Middle of Some Changes,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CChanges%2Ebmp,"8"" x 10"" x 2½""",Sandra Rowe,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sandra+Rowe&whereclause=where+maker%3D%27Sandra+Rowe%27+OR+cleanmaker%3D%27Sandra+Rowe%27+OR+maker1%3D%27Sandra+Rowe%27+OR+maker2%3D%27Sandra+Rowe%27+OR+maker3%3D%27Sandra+Rowe%27+OR+maker4%3D%27Sandra+Rowe%27+OR+maker5%3D%27Sandra+Rowe%27&current_record=1,0ca9c47301eb
Mixed media on masonite,Gift of the National Endowment for the Arts,Mrs. Whitehead,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CWhitehead+1%2Ejpg,"various pieces  (total 198"" x 11"" x 7"")",Sandra Rowe,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sandra+Rowe&whereclause=where+maker%3D%27Sandra+Rowe%27+OR+cleanmaker%3D%27Sandra+Rowe%27+OR+maker1%3D%27Sandra+Rowe%27+OR+maker2%3D%27Sandra+Rowe%27+OR+maker3%3D%27Sandra+Rowe%27+OR+maker4%3D%27Sandra+Rowe%27+OR+maker5%3D%27Sandra+Rowe%27&current_record=2,f4f4a0ddf476
lithograph,California Afro-American Museum Foundation purchase,Singing Saints,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSinging%2Ebmp,"26.5 x 19.5""",Sargent Claude Johnson,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sargent+Claude+Johnson&whereclause=where+maker%3D%27Sargent+Claude+Johnson%27+OR+cleanmaker%3D%27Sargent+Claude+Johnson%27+OR+maker1%3D%27Sargent+Claude+Johnson%27+OR+maker2%3D%27Sargent+Claude+Johnson%27+OR+maker3%3D%27Sargent+Claude+Johnson%27+OR+maker4%3D%27Sargent+Claude+Johnson%27+OR+maker5%3D%27Sargent+Claude+Johnson%27&current_record=1,7c84aa7f18e7
photograph,Gift of Joseph Donnelly,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CELLAFI%7E1%5CBURGDR%7E1%2EBMP,"8 x 10""","Second Wind Photography, Morris Fer",HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Second+Wind+Photography%2C+Morris+Fer&whereclause=where+maker%3D%27Second+Wind+Photography%2C+Morris+Fer%27+OR+cleanmaker%3D%27Second+Wind+Photography%2C+Morris+Fer%27+OR+maker1%3D%27Second+Wind+Photography%2C+Morris+Fer%27+OR+maker2%3D%27Second+Wind+Photography%2C+Morris+Fer%27+OR+maker3%3D%27Second+Wind+Photography%2C+Morris+Fer%27+OR+maker4%3D%27Second+Wind+Photography%2C+Morris+Fer%27+OR+maker5%3D%27Second+Wind+Photography%2C+Morris+Fer%27&current_record=1,e2f2b46fb348
Carved and painted wood.,Gift of National Collateral Corporation,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMythbird%2Ebmp,"62"" H x 14"" W x 14"" D",Senufo people of the Côte dIvoire,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Senufo+people+of+the+C%F4te+d%92Ivoire&whereclause=where+maker%3D%27Senufo+people+of+the+C%F4te+d%92Ivoire%27+OR+cleanmaker%3D%27Senufo+people+of+the+C%F4te+d%92Ivoire%27+OR+maker1%3D%27Senufo+people+of+the+C%F4te+d%92Ivoire%27+OR+maker2%3D%27Senufo+people+of+the+C%F4te+d%92Ivoire%27+OR+maker3%3D%27Senufo+people+of+the+C%F4te+d%92Ivoire%27+OR+maker4%3D%27Senufo+people+of+the+C%F4te+d%92Ivoire%27+OR+maker5%3D%27Senufo+people+of+the+C%F4te+d%92Ivoire%27&current_record=1,3ebbc4fcee42
Rotogravure,Gift of Edward T. Garcia,"""I Want My Mammy""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CWant%5FMammy+copy%2Ejpg,"12.25"" x 9.25""","Shapiro, Bernstein & Co., Inc.",LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E&whereclause=where+maker%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+cleanmaker%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+maker1%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+maker2%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+maker3%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+maker4%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27+OR+maker5%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E%27&current_record=1,edf94ff850d0
Rotogravure,Gift of Edward T. Garcia,"""River, Stay 'Way From My Door""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CRiverStay+copy%2Ejpg,"12.25"" x 9.25""","Shapiro, Bernstein & Co., Inc. Music Publishers",LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers&whereclause=where+maker%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+cleanmaker%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+maker1%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+maker2%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+maker3%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+maker4%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27+OR+maker5%3D%27Shapiro%2C+Bernstein+%26+Co%2E%2C+Inc%2E+Music+Publishers%27&current_record=1,17977de3690f
Gelatin silver print,"Gift of Gail M. Long of Hesperia, California",,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CAllen+Family%5CBlue+Melody+Boys%2Ejpg,"8"" H x 10"" W",Sheffield,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sheffield&whereclause=where+maker%3D%27Sheffield%27+OR+cleanmaker%3D%27Sheffield%27+OR+maker1%3D%27Sheffield%27+OR+maker2%3D%27Sheffield%27+OR+maker3%3D%27Sheffield%27+OR+maker4%3D%27Sheffield%27+OR+maker5%3D%27Sheffield%27&current_record=1,59f6dfbb396f
Wood,Gift of Dorothy B. Porter-Wesley,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPorter%2DWesley%5CBundu%5F29%2E11%2Ejpg,"20"" x 7½""",Sierra Leone,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sierra+Leone&whereclause=where+maker%3D%27Sierra+Leone%27+OR+cleanmaker%3D%27Sierra+Leone%27+OR+maker1%3D%27Sierra+Leone%27+OR+maker2%3D%27Sierra+Leone%27+OR+maker3%3D%27Sierra+Leone%27+OR+maker4%3D%27Sierra+Leone%27+OR+maker5%3D%27Sierra+Leone%27&current_record=1,ac3ccee494a9
engraving on newsprint,"Gift of Friends, The Foundation of the California African American Museum",The English Mania for Private Theatricals Invades Blackville,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHarper%27s+Weekly%5CEnglishMania+copy%2Ejpg,15.75 H x 10.75 W,"Sol Eytinge, Jr.",HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sol+Eytinge%2C+Jr%2E&whereclause=where+maker%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+cleanmaker%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+maker1%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+maker2%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+maker3%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+maker4%3D%27Sol+Eytinge%2C+Jr%2E%27+OR+maker5%3D%27Sol+Eytinge%2C+Jr%2E%27&current_record=1,23d197d76c5d
fabric banner,Courtesy of South African Consulate General,South African flag,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLoans%5CSAFRICA2%2EBMP,,South African,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+South+African&whereclause=where+maker%3D%27South+African%27+OR+cleanmaker%3D%27South+African%27+OR+maker1%3D%27South+African%27+OR+maker2%3D%27South+African%27+OR+maker3%3D%27South+African%27+OR+maker4%3D%27South+African%27+OR+maker5%3D%27South+African%27&current_record=1,144915dba3c9
fabric banner,Courtesy of South African Consulate General,South African flag,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLoans%5CSAFRICA%2EBMP,"44"" H x 72"" W",South Africans,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+South+Africans&whereclause=where+maker%3D%27South+Africans%27+OR+cleanmaker%3D%27South+Africans%27+OR+maker1%3D%27South+Africans%27+OR+maker2%3D%27South+Africans%27+OR+maker3%3D%27South+Africans%27+OR+maker4%3D%27South+Africans%27+OR+maker5%3D%27South+Africans%27&current_record=1,7d6d00f41682
Rotogravure,Gift of Eunice P. Carter and Margaret E. Pendergrass,"First Anniversary Memorial Service and Celebration Commemorating the Life and Works ofDr. Martin Luther King, Jr.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CShrine%5FMLK%2Ejpg,"11"" H x 8.5"" W",Southern Christian Leadership Conference,LIBRARY/ARCHIVES,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Southern+Christian+Leadership+Conference&whereclause=where+maker%3D%27Southern+Christian+Leadership+Conference%27+OR+cleanmaker%3D%27Southern+Christian+Leadership+Conference%27+OR+maker1%3D%27Southern+Christian+Leadership+Conference%27+OR+maker2%3D%27Southern+Christian+Leadership+Conference%27+OR+maker3%3D%27Southern+Christian+Leadership+Conference%27+OR+maker4%3D%27Southern+Christian+Leadership+Conference%27+OR+maker5%3D%27Southern+Christian+Leadership+Conference%27&current_record=1,463fbe5c1f0d
