Artist_Name,Process,Dimensions,Provenance,image,Artwork_Name,Artwork_Year,EA_id
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.5&dim=300px,Untitled,1968,7362c222eb79
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
17 x 14 in. (43.2 x 35.6 cm)
Image: 15 5/8 x 10 3/8 in. (39.7 x 26.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.31&dim=300px,Untitled,1968,be1b7180cdae
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.33&dim=300px,Untitled,1968,eec4f078a716
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.16&dim=300px,Untitled,1968,cbf1e8eb46a4
Henry Wessel,Gelatin silver print,"Frame: 17 5/8 x 21 5/8 in. (44.8 x 54.9 cm)
14 x 17 in. (35.6 x 43.2 cm)
Image: 10 3/8 x 15 5/8 in. (26.4 x 39.7 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Dr. Philip Greider",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.2.18&dim=300px,Untitled,1968,5319c556fd44
Michael Mueller,Pencil on paper,44 1/2 x 36 1/2 in. (113 x 92.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Chung King Project",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.131&dim=300px,Trinitatis,2008,5812b88542e7
Max Yavno,Gelatin silver print,15 1/4 x 19 3/8 in. (38.7 x 49.2 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.169&dim=300px,Shopkeeper with Clay Pots in Marrakech,1982,85ed8238fdef
Max Yavno,Gelatin silver print,"15 5/8 x 19 7/8 in. (39.7 x 50.5 cm)
Image: 8 1/2 x 13 3/8 in. (21.6 x 34 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.41&dim=300px,Mickey Cohen Quits,1949,bb9ea8021402
Max Yavno,Gelatin silver print,22 x 27 7/8 in. (55.9 x 70.8 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.148&dim=300px,Damascas Gate,1979,8445ef6dc98e
Max Yavno,Gelatin silver print,20 x 16 in. (50.8 x 40.6 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.56&dim=300px,The Leg,1949,d5248dc1305d
Max Yavno,Gelatin silver print,13 3/8 x 10 3/8 in. (34 x 26.4 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.107&dim=300px,Golden Gate Bridge,1947,a6cf8a826f41
Max Yavno,Gelatin silver print,"19 7/8 x 16 in. (50.5 x 40.6 cm)
Image: 19 3/8 x 15 1/2 in. (49.2 x 39.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.163&dim=300px,Hillside Adobe,1981,b7ccd5704350
Max Yavno,Gelatin silver print,"13 1/2 x 7 1/4 in. (34.3 x 18.4 cm)
Image: 13 1/2 x 7 1/4 in. (34.3 x 18.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.122&dim=300px,California Street II,1978,de6d8753fea4
Max Yavno,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 7 1/2 x 9 3/8 in. (19.1 x 23.8 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.133&dim=300px,Two Men Shoveling Grapes,1961,9d1a75875fc0
Max Yavno,Gelatin silver print,12 1/2 x 19 1/2 in. (31.8 x 49.5 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.51&dim=300px,Santa Monica Beach,1949,308d2ff48433
Max Yavno,Gelatin silver print,"19 7/8 x 16 in. (50.5 x 40.6 cm)
Image: 19 1/4 x 13 7/8 in. (48.9 x 35.2 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.162&dim=300px,Mexico City Cathedral,1981,563ee3c58be3
Max Yavno,Cibachrome print,"20 x 16 in. (50.8 x 40.6 cm)
Image: 13 1/2 x 10 1/2 in. (34.3 x 26.7 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.128&dim=300px,Grape Cluster,1961,4baffcc85f92
Max Yavno,Gelatin silver print,"13 3/8 x 10 3/8 in. (34 x 26.4 cm)
Image: 13 3/8 x 10 3/8 in. (34 x 26.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.115&dim=300px,Russian Hill,1947,e641e4808b6d
Max Yavno,Gelatin silver print,"20 1/8 x 15 in. (51.1 x 38.1 cm)
Image: 9 x 4 5/8 in. (22.9 x 11.7 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.36&dim=300px,Little Girl,1947,435dd0fa7cb9
Max Yavno,Gelatin silver print,"21 7/8 x 27 7/8 in. (55.6 x 70.8 cm)
Image: 14 1/4 x 19 1/4 in. (36.2 x 48.9 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.147&dim=300px,Coffin Maker,1979,c0f26f18479e
Max Yavno,Photomechanical print,"16 x 20 in. (40.6 x 50.8 cm)
Image: 12 1/2 x 19 1/8 in. (31.8 x 48.6 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.175&dim=300px,Red on White,1954,2a299f8ecaf8
Max Yavno,Gelatin silver print,"15 7/8 x 19 7/8 in. (40.3 x 50.5 cm)
Image: 10 3/8 x 13 1/4 in. (26.4 x 33.7 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.66&dim=300px,Industrial Section of Houses with City Hall,1947,c929f5c7cf47
Max Yavno,Gelatin silver print,"27 7/8 x 22 in. (70.8 x 55.9 cm)
Image: 19 1/4 x 15 3/8 in. (48.9 x 39.1 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.100&dim=300px,Keyboard,1947,4e24b7b1fd6e
Max Yavno,Gelatin silver print,16 x 20 in. (40.6 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.6&dim=300px,Harlem,1940,5c940b63fbe9
Richard Artschwager,Wood,120 x 13 x 13 in. (304.8 x 33 x 33 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Douglas S. Cramer Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.10&dim=300px,Untitled #29,1995,c4d59f913e4c
Richard Artschwager,Acrylic on Celotex,28 1/2 x 42 in. (72.4 x 106.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift from the Collection of Laura-Lee and Robert Woods",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.68&dim=300px,Untitled (Tract House),1967,137d80d8069d
Richard Artschwager,"Acrylic, paper, and wood",40 1/2 x 20 1/2 x 20 in. (102.9 x 52.1 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ann and Richard Artschwager",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.103&dim=300px,Chair,1965,150938ae1c8f
Richard Artschwager,Formica on wood,"Each (Mirror): 37 x 25 x 5 in. (94 x 63.5 x 12.7 cm)
Each (Table): 24 x 25 x 30 in. (61 x 63.5 x 76.2 cm)","The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.37&dim=300px,Mirror/Mirror - Table/Table,1964,f3a6dbcfa0cb
Richard Artschwager,Acrylic on celotex,20 3/4 x 25 1/4 in. (52.7 x 64.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Alan N. Kleinman from the Estate of Marsha Kleinman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.80&dim=300px,Johnson Wax Building (detail),1974,589cacc9779d
Richard Artschwager,Plywood and pine,34 3/4 x 52 x 40 1/2 in.,"The Museum of Contemporary Art, Los Angeles
Gift of The Douglas S. Cramer Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.9&dim=300px,D.W.V.,1994,bd9543813647
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 4 3/8 x 3 3/8 in. (11.1 x 8.6 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.17&dim=300px,LA-C 89,1977,93b11a31496c
James Welling,Gelatin silver print,Image: 4 3/4 x 3 3/4 in. (12.1 x 9.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.9&dim=300px,The Wanderer,1981,4b78abd33f14
James Welling,"Gelatin silver print, AP 1/1",33 x 26 1/2 in. (83.8 x 67.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Regen Projects, Los Angeles",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.47&dim=300px,#59,1999,1dd68d1f50cc
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/4 x 4 in. (13.3 x 10.2 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.8&dim=300px,LA-C 22,1977,2bc5fef4e53d
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/8 x 4 1/8 in. (13 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.21&dim=300px,LA-C 200,1978,c78352f3448c
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/8 x 4 1/8 in. (13 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.19&dim=300px,LA-C 120,1978,3d07232be724
James Welling,Gelatin silver print,9 1/2 x 7 5/8 in. (24.1 x 19.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Regen Projects, Los Angeles",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.45&dim=300px,Untitled,1981,8e98d74a3f56
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/4 x 4 1/4 in. (13.3 x 10.8 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.6&dim=300px,LA-C 19,1977,cbf81e9b1bb6
Nancy Rubins,Pencil on paper,117 x 138 in. (297.2 x 350.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Gene J. Burton Acquisitions Endowment and Betye M. Burton",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.174&dim=300px,Drawings,1996,69e9e7f513d6
Nancy Rubins,Stainless steel and airplane parts,300 x 648 x 396 in. (762 x 1645.9 x 1005.8 cm),"The Museum of Contemporary Art, Los Angeles
Purchased in honor of Beatrice Gersh with funds provided by the Acquisition and Collection Committee; The Broad Art Foundation; Linda and Bob Gersh; David, Susan, Steven, and Laura Gersh; and Eugenio Lopez",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.2&dim=300px,"Chas&#039; Stainless Steel, Mark Thompson&#039;s Airplane Parts, About 1,000 Pounds of Stainless Steel Wire, and Gagosian&#039;s Beverly Hills Space at MOCA",2001,30b4f577e54a
Sigmar Polke,"Umwandlung , 1968","Lithograph, edition 190/200",19 5/8 x 27 1/2 in. (49.8 x 69.9 cm),http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.197&dim=300px,Gerhard Richter,,4348411865c8
Sigmar Polke,"Umwandlung (Metamorphasis) (B.11) , 1968",Offset lithograph,18 1/4 x 26 1/2 in. (46.4 x 67.3 cm),http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.104&dim=300px,Gerhard Richter,,d95db4b4b7aa
Gerhard Richter,Lacquer on canvas,27 1/2 x 25 5/8 in. (69.9 x 65.1 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.199&dim=300px,Farbtafel,1966,f33769405c61
James Welling,Gelatin silver print,Image: 4 3/4 x 3 5/8 in. (12.1 x 9.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.4&dim=300px,2-29II,1980,b1f8a5e2c753
James Welling,Ink on gelatin silver print,Frame: 14 1/2 x 11 1/2 x 1 in. (36.8 x 29.2 x 2.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Jeanne Meyers",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.66&dim=300px,Untitled,1980,d86a3cdb6dfa
James Welling,Gelatin silver print,Image: 4 3/4 x 3 3/4 in. (12.1 x 9.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Gorney, Bravin &amp; Lee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.42.2&dim=300px,Cascade,1980,c0544d5aad8b
James Welling,"Toned gelatin silver print, AP",18 x 22 in. (45.7 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.44&dim=300px,"Service Entrance, Glessner House, Chicago, IL, -87",1885,f48530650965
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/8 x 4 1/8 in. (13 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.12&dim=300px,LA-C 32,1977,66fee25b94d8
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 5 1/4 x 4 1/8 in. (13.3 x 10.5 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.14&dim=300px,LA-C 72,1978,58d230649df6
James Welling,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 4 1/8 x 5 1/8 in. (10.5 x 13 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.10&dim=300px,LA-C 26,1977,47eb9ce0b3b4
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.17&dim=300px,Untitled,1972,83b06ff5300b
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.12&dim=300px,Untitled,1972,2fddec51babe
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.11&dim=300px,"I enjoy cooking, dogs, cats, kids, soccer, and living here.",1972,35400e1e58b9
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.14&dim=300px,"Togetherness really exists in our family.  My daughter and I operate the lunch room at the Valley Inn.  My sons work part-time with their dad, hanging sheet-rock.  And my eldest two sons work at the Gulf gas station (SEE NOTES SECTION FOR COMPLETE TITLE)",1972,c46323466bf8
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.13&dim=300px,"We lived in our house for a year without any living room furniture.  We wanted to furnish the room with things we loved, not early attic or leftovers.  Now we have everything but the pictures and the lamps.",1972,3b7317a7f438
Bill Owens,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.10&dim=300px,We had a ball on the Fourth of July.  The whole neighborhood came out for the parade.,1972,d243ff6d2b5e
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.18&dim=300px,"My husband, Pat, has a theory about watering our newly seeded lawn.  The water has to trinkle from heaven and fall like tender rain drops... otherwise the lawn won&#039;t grow properly.",1972,7f8acfadd1e4
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.16&dim=300px,"I believe in women&#039;s liveration.  I&#039;m tired of the image of the woman who has the most sanitary toilet bowl, the cleanest floor, and the brattiest kids as the supermother. I want to be able to change with my children (SEE NOTES SECTION FOR COMPLETE TITLE)",1972,49b44bc3ec60
John McLaughlin,Oil on board,17 1/2 x 22 5/8 in. (44.5 x 57.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.69&dim=300px,Untitled,1949,41f602ba9aa9
Grant Mudford,"Chromogenic print mounted on cintra, edition 5/5",59 1/2 x 48 in. (151.1 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by LLWW Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.34&dim=300px,"Interior View of Cathedral, Under Construction",2000,330fb74d80d3
Grant Mudford,Black and white photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.13.2&dim=300px,Salk Institute for Biological Studies -65,1959,ce658aabaec6
Grant Mudford,"Gelatin silver print, edition of 25",19 1/2 x 24 in. (49.5 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dr. and Mrs. Merle S. Glick",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.63&dim=300px,The Pike from The Long Beach Series,1979,fb77ca419730
Grant Mudford,Black and white photograph,24 x 20 in. (61 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.13.1&dim=300px,Salk Institute for Biological Studies -65,1959,036f9b7fe38b
Grant Mudford,Black and white photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.13.8&dim=300px,Kimbell Art Museum -72,1966,07d68b03b781
Nicholas Africano,Oil and wax on canvas in artist's frame,113 3/4 x 161 3/4 in. (288.9 x 410.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.3&dim=300px,He turned round and round,1989,3b7dbb349393
Nicholas Africano,Acrylic on canvas,96 x 60 in. (243.8 x 152.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Samuel and Pamela Goldstein",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.84&dim=300px,He is Cold,1997,d0505718011a
Nicholas Africano,Paint on handmade paper,"Each: 6 1/2 x 9 1/2 in. (16.5 x 24.1 cm)
8 1/2 x 10 x 3 1/8 in. (21.6 x 25.4 x 7.9 cm)","The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.136A-E&dim=300px,Man Who Lived in a Hat,1978,1693e564a14c
Jason Meadows,"Wood, acrylic-latex, plywood, and lights",60 x 48 x 48 in. (152.4 x 121.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Kourosh Larizadeh",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.74&dim=300px,Brown Canyon Module,1997,6365dd44f42a
Jason Meadows,Ink on paper,Image: 30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Alan Power",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.91&dim=300px,Monster [drawing],2003,f266a7f2e634
