Subtype_of_Art,Type_of_Art,Title,Date_made,Credit,ArtistName,Inscription,Pic_URL,Dimensions,BirthDate,DeathDate,EA_id
oil on canvas,painting,Eve,,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews, PPIE. TOM.  Mathews Exhibition.  1972.  (Cat.) New York Univ. and Univ. of Kansas.  1979. TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.9_DGMA_126_02_0.jpg,50.5 in HIGH x 38 in WIDE(128.27 cm HIGH x 96.52 cm WIDE),1860.0,1945.0,c017a5ed1ba8
oil on canvas,painting,Fort Ross,,Lent by the Mann Family Trust,Henry Raschen,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A77.137_DGPT_088_02.jpg,35 in HIGH x 55.5 in WIDE(88.90 cm HIGH x 140.97 cm WIDE),,,4c7aa3a03090
oil on canvas,painting,Yosemite Valley  (El Capitan & Bridal Veil Falls),,"Oakland Museum of California, bequest of Dr. Cecil E. Nixon",Thomas Hill, TOM.  Thomas Hill:  The Grand View.  1980. Palm Spgs. Desert Museum.  Western American Art in California Collections.  1982. Fresno Arts Center.  Views of Yosemite.  1982. New Orleans Museum of Art.  The Waters of America--19th Century American Painting.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A62.25.8_DGAL_1055_01.jpg,88 in HIGH x 72 in WIDE(223.52 cm HIGH x 182.88 cm WIDE),1829.0,1908.0,4ec4ac0a0cc2
oil on canvas,painting,View of Oakland,,"Collection of Oakland Museum of California, gift of the Art Guild of the Oakland Museum Association",Albert Bierstadt, San Jose Museum of Art.  1980.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0001912.jpg,6.75 in HIGH x 10.25 in WIDE(17.14 cm HIGH x 26.03 cm WIDE),1830.0,1902.0,11390101ce04
oil on board,painting,Portrait ofJohn Muir (?),,Gift of the estate of Anne Dublin,Almond Withrow,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0011397.jpg,,,,38498a145a55
oil on canvas,painting,Fishermans Cove of Laguna Beach,,Gift of Fred and Nancy Humiston,Anna A Hills,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0018327.jpg,,,,864d7518fe7e
oil on canvas,painting,Untitled Landscape (Mt. Tamalpais),,Gift of Gardner J. and Jane M. Smith,Arthur Beckwith,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0011396.jpg,20 in HIGH x 30.5 in WIDE(50.80 cm HIGH x 77.47 cm WIDE),,,94333e32f829
canvas,painting,Still Life with Plums,,,Charles Griffin Farr,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0020034.jpg,16 in HIGH x 20 in WIDE(40.64 cm HIGH x 50.80 cm WIDE),,,10ccb8df8e53
masonite,painting,Untitled,,Gift of John Streetz,Fred Martin,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0018321.jpg,20 in HIGH x 20 in WIDE(50.80 cm HIGH x 50.80 cm WIDE),,,0fc75baf9cda
oil on canvas,painting,A Clear Day in Fall,,Gift of Herta Weinstein in Memory of Dr. Harry Weinstein.,Hisako Hibi,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0008196.jpg,31 in HIGH x 38.5 in WIDE(78.74 cm HIGH x 97.79 cm WIDE),,,3f1a704fc8e4
oil on canvas,painting,Untitled (landscape),,,John O'Shea,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0011402.jpg,36 in HIGH x 30 in WIDE(91.44 cm HIGH x 76.20 cm WIDE),,,9f299bd2684e
oil on wood panel,painting,"Untitled (tryptych, landscape)",,,Karl Schmidt,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012445.jpg,20 in HIGH x 37 in WIDE(50.80 cm HIGH x 93.98 cm WIDE),,,e0f80f9afa82
oil on canvas,painting,Chrysanthemum,,"Gift of the Kahn Collection of the Oakland Museum of California in memory of Rose Etta Kahn Sampson, 1907-1997 by members of her family",Mary Curtis Richardson,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0002502.jpg,35.5 in HIGH x 30.25 in WIDE(90.17 cm HIGH x 76.83 cm WIDE),,,f05604d3d48d
oil on canvas,painting,Oakland Hills,,Gift of Joan L. Low,Otis Oldfield,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012536.jpg,16 in HIGH x 20 in WIDE(40.64 cm HIGH x 50.80 cm WIDE),,,c714094b264a
oil on paper,painting,La Paysanne,,Gift from the Estate of Irena Brynner,Otis Oldfield,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0011383.jpg,,,,d214b041e692
oil on canvas,painting,A Summer Day at Lake Merritt,,Gift of the Reichel Fund,Richard Langtry Partington,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0001923.jpg,16.25 in HIGH x 22.25 in WIDE(41.27 cm HIGH x 56.51 cm WIDE),,,76bf65303f75
oil on canvas,painting,Lake Merritt (Looking toward Adams Point and the Oakland/Piedmont Hills),,The Oakland Museum Kahn Collection,unknown,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/0601433b.jpg,36 in HIGH x 62 in WIDE(91.44 cm HIGH x 157.48 cm WIDE),,,0adc9c63b650
gouache,painting,Fisherman at Baker Beach,,Gift of Sylvia and Eric Elsesser,Victor Arnautoff,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012571.jpg,,,,d9fca448db55
masonite,painting,"Untitled (A Street in a Gold Country Town, possibly Columbia)",,Gift of Robert and Caryl Hansen in memory of Harold and Winifred Johnson,Charles Surendorf,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0018317.jpg,20 in HIGH x 24 in WIDE(50.80 cm HIGH x 60.96 cm WIDE),,,0bbcbf90be9a
oil on canvas,painting,Horse Race,,Gift of Mrs. Leon Bocqueraz,Ernest Narjot,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A61.5.2_DGAH_127_02.jpg,17.75 in HIGH x 40 in WIDE(45.08 cm HIGH x 101.60 cm WIDE),1826.0,1898.0,5c5cd8747c7c
oil on canvas,painting,Twilight Scene with Stream and Redwood Trees,,"Oakland Museum of California, bequest of Dr. Cecil E. Nixon",Julian Rix,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A62.25.2_DGAH_177_02.jpg,83.5 in HIGH x 46.5 in WIDE(212.09 cm HIGH x 118.11 cm WIDE),,,28b7fea92e6e
oil on canvas,painting,Boat and Yellow Hills,,"Gift of Dr. & Mrs. Frederick Novy, Jr.",Selden Connor Gile," LACMA: Made in California, 2000. Charles Campbell Gallery.  S.F.  Selden Gile Exhibition.  1976. TOM.  Impressionism, The California View.  1981-82 (t). San Diego Museum of Art. The Golden Land. 1986. de Young.  CA Colorists:  Ptgs. by the Society of Six.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A76.95_DGAH_106_02.jpg,30.5 in HIGH x 36 in WIDE(77.47 cm HIGH x 91.44 cm WIDE),1877.0,1947.0,8c66728d9713
oil on canvas,painting,Self-Portrait,,"Gift of Concours d'Antiques, Art Guild",Charles Griffin Farr," 25 Years of Collecting California 9/25/94 - 1/8/95 (TOM) TOM.  Recent Acquisitions.  1975. TOM.  Charles Griffin Farr:  A Retrospective.  1984. Santa Barbara Museum of Art.  1985. American Acadamy And Institute of Arts and Letters, N.Y., Jan - June, 1987.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/0600580b.jpg,24 in HIGH x 30 in WIDE(60.96 cm HIGH x 76.20 cm WIDE),,,289c6fc01f16
oil on canvas,painting,Bend in the Road,,Art Acquisition Fund,Maurice Logan,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0004527.jpg,12 in HIGH x 16 in WIDE(30.48 cm HIGH x 40.64 cm WIDE),,,95a37c2b1f92
oil on wood panel,painting,"Untitled  (Chinese Woman, San Francisco)",,Gift of the Art Guild,Theodore Wores," Triton Museum of Art, March 2000 //  Cal. Historical Soc.  Theodore Wores:  California Impressionist Painter.  1985.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0007678.jpg,11.625 in HIGH x 9.75 in WIDE(29.53 cm HIGH x 24.76 cm WIDE),,,25be75f24948
oil on canvas,painting,Backyards,,Museum Acquisition,Bernard Von Eichman, de Young.  CA Colorists:  Ptgs. by the Society of Six.  1989.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/0600303b.jpg,19.5 in HIGH x 23.25 in WIDE(49.53 cm HIGH x 59.05 cm WIDE),1899.0,1970.0,d65dc2a33de5
oil on canvas,painting,Monrovia Canyon,,Gift of Joseph L. Moure in honor of Nancy D.W. Moure,Elmer Wachtel,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0002501.jpg,18 in HIGH x 24 in WIDE(45.72 cm HIGH x 60.96 cm WIDE),,,d7306bc9b7a2
oil on canvas,painting,Dancing Girls,,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews, TOM.  Mathews Exhibition.  1972.  (Cat.) OMAR.  1975. TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A66.196.12_DGMA_131.jpg,38 in HIGH x 50 in WIDE(96.52 cm HIGH x 127.00 cm WIDE),1860.0,1945.0,d4d8a5a96b9f
oil on canvas,painting,Marine  (The Sea),,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews," TOM.  Mathews Exhibition.  1985.//Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A66.196.13_DGMA_132.jpg,36 in HIGH x 22.5 in WIDE(91.44 cm HIGH x 57.15 cm WIDE),1860.0,1945.0,7c41e458b64b
oil on canvas,painting,Landscape with Oak Trees,,Gift of the Art Guild,Arthur Mathews | Lucia Mathews, TOM.  Mathews Exhibition.  1972.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.13.12_DGMA_058_02.jpg,23.13 in HIGH x 26 in WIDE(58.75 cm HIGH x 66.04 cm WIDE),1860.0,1945.0,e620bf4a5e4a
oil on canvas,painting,Carmel Valley,,Gift of the Art Guild,Arthur Mathews | Lucia Mathews," Triton Museum.  Santa Clara, Ca.  Two Artists Look at California.  1976. TOM.  Mathews Exhibition.  1985.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.13.13_DGMA_059_02.jpg,22 in HIGH x 26 in WIDE(55.88 cm HIGH x 66.04 cm WIDE),1860.0,1945.0,d784e334275c
oil on canvas,painting,The Swan,,Gift of the Art Guild,Arthur Mathews | Lucia Mathews, PPIE. TOM.  Mathews Exhibition.  1972. SFMMA.  California:  The Modern Era.  1977. TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/100_Square/A65.13.14_DGMA_060.1_02.jpg,26 in HIGH x 23 in WIDE(66.04 cm HIGH x 58.42 cm WIDE),1860.0,1945.0,89607178a928
oil on canvas,painting,Water Queen,,Gift of the Art Guild,Arthur Mathews | Lucia Mathews, TOM.  Mathews Exhibition.  1972. TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.13.15_DGMA_061_02.jpg,30 in HIGH x 26 in WIDE(76.20 cm HIGH x 66.04 cm WIDE),1860.0,1945.0,9edc78676b5e
oil on canvas,painting,A Masque,,Gift of the Art Guild,Arthur Mathews | Lucia Mathews, TOM.  Mathews Exhibition.  1972. TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.13.2_DGMA_052.2_02.jpg,39.75 in HIGH x 29 in WIDE(100.96 cm HIGH x 73.66 cm WIDE),1860.0,1945.0,e52a97a05499
oil on wood panel,painting,Woman Bathing,,Gift of the Art Guild,Arthur Mathews | Lucia Mathews," TOM.  Mathews Exhibition.  1972. TOM.  Mathews Exhibition.  1985.//Twenty-Five Years of Collecting California. September 25,1994- January 8, 1995 (TOM)",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.13.22_DGMA_068_02.jpg,10 in HIGH x 8 in WIDE(25.40 cm HIGH x 20.32 cm WIDE),1860.0,1945.0,bc29d9f748e6
oil on canvas,painting,Landscape-Carmel,,Gift of the Art Guild,Arthur Mathews | Lucia Mathews,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.13.5_DGMA_054_02.jpg,26 in HIGH x 30 in WIDE(66.04 cm HIGH x 76.20 cm WIDE),1860.0,1945.0,ea81fa7f2a22
oil on wood panel,painting,Girl in Blue with Pink Bonnet on Sand Dunes,,Gift of Mr. Harold Wagner,Lucia Mathews, TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/100_Square/A64.59.104_DGMA_032.1_02.jpg,15.13 in HIGH x 6.75 in WIDE(38.43 cm HIGH x 17.14 cm WIDE),1870.0,1955.0,38e4b5f99def
oil on wood panel,painting,Pink Rhododendrons #2,,Gift of Mr. Harold Wagner,Lucia Mathews, TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.117_DGMA_036_02.jpg,24 in HIGH x 21.63 in WIDE(60.96 cm HIGH x 54.94 cm WIDE),1870.0,1955.0,3e6f35dc193f
oil on wood panel,painting,Portrait of a Young Girl in White,,Gift of Mr. Harold Wagner,Lucia Mathews, TOM.  Mathews Exhibition.  1972. TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.135_DGMA_045_02.jpg,10.25 in HIGH x 8.63 in WIDE(26.03 cm HIGH x 21.92 cm WIDE),1870.0,1955.0,240e71bf3962
oil on wood panel,painting,Portrait of a Young Boy,,Gift of Mr. Harold Wagner,Lucia Mathews, TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.138_DGMA_048_02.jpg,12 in HIGH x 9.5 in WIDE(30.48 cm HIGH x 24.13 cm WIDE),1870.0,1955.0,4527a9c8e1a7
oil on canvas,painting,Red and White,,Gift of Mr. Harold Wagner,Lucia Mathews," TOM.  Mathews Exh.  1972. TOM.  Mathews Exhibition.  1985.//Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/100_Square/A64.59.141_DGMA_051.2_02.jpg,26 in HIGH x 19 in WIDE(66.04 cm HIGH x 48.26 cm WIDE),1870.0,1955.0,b7d5bf620082
oil on wood panel,painting,"Sand Dunes, California",,Gift of Mr. Harold Wagner,Lucia Mathews, TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.33_DGMA_011.2_02.jpg,3.87 in HIGH x 5.87 in WIDE(9.83 cm HIGH x 14.91 cm WIDE),1870.0,1955.0,0a9a0ed44462
oil on wood panel,painting,"Beach, California",,Gift of Mr. Harold Wagner,Lucia Mathews, TOM.  Mathews Exhibition.  1972. TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.35_DGMA_012.2_02.jpg,5.87 in HIGH x 3.87 in WIDE(14.91 cm HIGH x 9.83 cm WIDE),1870.0,1955.0,85177586b535
oil on wood panel,painting,Monterey Landscape,,Gift of the Art Guild,Arthur Mathews | Lucia Mathews," TOM.  Mathews Exhibition.  1972. Triton Museum.  Santa Clara, Ca.  Two Artists Look at California.  1976. TOM.  Mathews Exhibition.  1985.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.13.3_DGMA_053_02.jpg,22 in HIGH x 25 in WIDE(55.88 cm HIGH x 63.50 cm WIDE),1860.0,1945.0,4ba15e19f41d
oil on canvas,painting,Art and Nature,,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews," TOM.  Mathews Exhibition.  1972.  (Cat.) CSU.  Bakersfield, Ca.  1979. TOM.  Mathews Exhibition.  1985.",http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.16_DGMA_135.1_02.jpg,30 in HIGH x 26 in WIDE(76.20 cm HIGH x 66.04 cm WIDE),1860.0,1945.0,b2287cf0c696
oil on canvas,painting,Monterey Oaks,,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews," TOM.  Mathews Exhibition.  1972.  (Cat.) Pasadena, Ca.  California Design:  1910.  1974. Art Programs, Standard Oil.  S.F., Ca.  1975. Triton Museum. Santa Clara, Ca.  Two Artists Look at California.  1976. WAAM.  N.Y.  1978. Santa Cruz Historical Society.  The Craftsman Style:  From Roots to Revival.  1983. TOM.  Mathews Exhibition.  1985.",http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.17_DGMA_136.1_02.jpg,23 in HIGH x 26 in WIDE(58.42 cm HIGH x 66.04 cm WIDE),1860.0,1945.0,cc11d1b4ee5b
oil on canvas,painting,Monterey Pines,,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews, The New York Cultural Center.  ? TOM.  Mathews Exhibition.  1972.  (Cat.) TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A66.196.18_DGMA_137_02.jpg,23 in HIGH x 26 in WIDE(58.42 cm HIGH x 66.04 cm WIDE),1860.0,1945.0,6ef2d14a2677
oil on canvas,painting,Carmel,,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews, TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A66.196.20_DGMA_139_02.jpg,26 in HIGH x 22 in WIDE(66.04 cm HIGH x 55.88 cm WIDE),1860.0,1945.0,61bb5028cc27
oil on canvas,painting,Dancing Girls,,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews," Foremost-McKesson Inc., S.F., Ca.  1975. San Mateo County Arts Council.  Ca.  1977. TOM.  Mathews Exhibition.  1985. Eli Wilner Gallery, NYC.  exh. of frames.  1988. Eli Wilner Gallery, NYC.  exh. of frames, (Jul 15 - Sep 9, 1990).  California as Muse: The Art of Arthur and Lucia mathews OMCA, Great Hall High Bay, October 28, 2006 - March 25, 2007,  Norton Museum of Art and Akron Art Museum; Fall 2007 - Fall 2008.",http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.22_DGMA_142_02.jpg,29.5 in HIGH x 39.5 in WIDE(74.93 cm HIGH x 100.33 cm WIDE),1860.0,1945.0,932825704d0d
oil on wood panel,painting,Monterey Oak #2,,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews," TOM.  Mathews Exhibition.  1985.//Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.23_DGMA_144.2_02.jpg,22 in HIGH x 27 in WIDE(55.88 cm HIGH x 68.58 cm WIDE),1860.0,1945.0,9561ae5e1cdb
oil on canvas,painting,Californians Catching Wild Horses with Riata,,The Oakland Museum Kahn Collection,Hugo Wilhelm Arthur Nahl,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.57_DGAL_1072_01.jpg,26.75 in HIGH x 30.75 in WIDE(67.94 cm HIGH x 78.10 cm WIDE),,,6432a8d8caa8
oil on wood panel,painting,View Across Hillside,,Gift of Mr. Harold Wagner,Lucia Mathews," TOM.  Mathews Exhibition.  1972. Pasadena.  California Design 1910.  1974. TOM. Mathews Exhibition.  1985. TOM.  Small Landscapes (perspectives show)  1988.//Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.97_DGMA_028.2_02.jpg,10.25 in. HIGH x 8.5 in. WIDE,1870.0,1955.0,0d5322b2f235
oil on canvas mounted on wood panel,painting,Portrait of Girl with Book,,Gift of Mr. Harold Wagner,Lucia Mathews, TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.134_DGMA_044_02.jpg,20.5 in. HIGH x 17.5 in. WIDE,1870.0,1955.0,f8cbfdae5c53
oil on canvas,painting,The Butterfly,,Gift of the Art Guild,Arthur Mathews," PPIE. TOM.  Mathews Exhibition.  1972. TOM.  Mathews Exhibition.  1985.//Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.13.6_DGMA_055_02.jpg,26 in. HIGH x 22.5 in. WIDE,1860.0,1945.0,2f07cd8740bf
oil on wood panel,painting,California Poppies in Blue Bowl,,Gift of the Art Guild,Lucia Mathews,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.13.35_DGMA_069_02_0.jpg,13 in. HIGH x 8.875 in. WIDE,1870.0,1955.0,42fb8d97b32c
