artworkTitle,artistName,nationality,birthDate,deathDate,dateOfEndOfCreation,medium,dimensions,classification,creditLine
Design for church interior,Louis Comfort Tiffany,American,1848,1933,early20thcentury,"Watercolor, gouache, pen and brown ink, graphite",26 3/4 x 34 1/4 in. (68 x 87 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967"
Innsbruck,John Singer Sargent,American,1856,1925,1871,Watercolor and gouache on off-white wove paper,Irregular: 11 1/8 x 15 3/8 in. (28.3 x 39.1 cm),Drawings,"Gift of Mrs. Francis Ormond, 1950"
Teeth,Jim Dine,American,1935,,1961,Gouache on paper,"H. 20, W. 24 inches (50.8 x 61 cm)",Drawings,"Gift of Stanley Posthorn, 1992"
The Sortie Made by the Garrison of Gibraltar,John Trumbull,American,1756,1843,1789,Oil on canvas,71 x 107 in. (180.3 x 271.8 cm),Paintings,"Purchase, Pauline V. Fullerton Bequest; Mr. and Mrs. James Walter Carter and Mr. and Mrs. Raymond J. Horowitz Gifts; Erving Wolf Foundation and Vain and Harry Fish Foundation Inc. Gifts; Gift of Hanson K. Corning, by exchange; and Maria DeWitt Jesup and Morris K. Jesup Funds, 1976"
"The Life and Times of Sally Hemmings, Part II",Lee Jaffe,American,1950,,1984,"Oil, silver, bronze and aluminum paint, $2 bills, wax, and sand on mirror and wood","H. 110, W. 120 inches (279.4 x 304.8 cm.)",Paintings,"George A. Hearn Fund, 1986"
Wild Roses and Irises,John La Farge,American,1835,1910,1887,Gouache and watercolor on white wove paper,14 1/2 x 10 7/16 in. (36.8 x 26.5 cm),Drawings,"Gift of Priscilla A. B. Henderson, in memory of her grandfather, Russell Sturgis, a founder of The Metropolitan Museum of Art, 1950"
Indian Composition,George L.K. Morris,American,1905,1975,1938,Oil and sand on canvas,"H. 69-3/4, W. 53-3/4 inches (177.2 x 136.5 cm.)",Paintings,"Gift of Jerry Leiber, 1985"
Yellow Man,Peter Schuyff,Dutch,1958,,1984,Acrylic on canvas,"H. 90, W. 66 inches (22.8 x 167.6 cm.)",Paintings,"Gift of Barbara and Eugene Schwartz, 1988"
Green Venus,Pavel Tchelitchew,,1898,1957,1928,Oil on canvas,"H. 32, W. 51 inches (81.3 x 129.5 cm.)",Paintings,"Gift of Mrs. R. Kirk Askew Jr., in memory of R. Kirk Askew Jr., 1975"
Wedding,Milton Resnick,,1917,2004,1962,Oil on canvas,"H. 108-3/4, W. 102-5/8 inches (276.2 x 260.7 cm.)",Paintings,"Gift of Robert Miller, 1985"
Running In,Helen Miranda Wilson,American,1948,,1989,Oil on Masonite,"H. 6, W. 11-1/4 inches (15.2 x 28.6 cm.)",Paintings,"Edith C. Blum Fund, 1989"
Sea and Gulls,John Marin,American,1870,1953,1942,Oil on canvas,25 x 30 in. (63.5 x 76.2 cm),Paintings,"Alfred Stieglitz Collection, 1949"
The Seven Deadly Sins: Sloth,Paul Cadmus,American,1904,1999,1947,Egg tempera on Masonite,"H. 23-1/2, W. 11-1/2 inches (59.7 x 29.2 cm.)",Paintings,"Gift of Lincoln Kirstein, 1993"
View on the Catskill閳ユ摗arly Autumn,Thomas Cole,American,1801,1848,1837,Oil on canvas,39 x 63 in. (99.1 x 160cm),Paintings,"Gift in memory of Jonathan Sturges by his children, 1895"
Ernesta,Cecilia Beaux,American,1855,1942,1914,Oil on canvas,71 3/4 x 43 3/8 in. (182.2 x 110.2 cm),Paintings,"Arthur Hoppock Hearn Fund, 1915"
Mount Chocorua and Lake,William Trost Richards,American,1833,1905,1873,"Watercolor, gouache, and graphite on gray-green wove paper",8 3/16 x 14 1/4 in. (20.8 x 36.2 cm),Drawings,"Gift of The Reverend E. L. Magoon, D.D., 1880"
"The Fish Bowl (Study for ""Phenomena"")",Pavel Tchelitchew,,1898,1957,1938,Gouache on board,"H. 21-1/4, W. 17-5/8 inches (54.0 x 44.8 cm.)",Paintings,"Gift of Constance Atwood Askew, in memory of R. Kirk Askew, Jr., 1974"
Portrait of a Gentleman,Archibald Robertson,,1765,1835,,Watercolor on ivory in gilded copper locket; hair reserve verso,2 1/8 x 1 3/4 in. (5.5 x 4.4 cm),Paintings,"Gift of Gloria Manney, 2006"
House Raising,William P. Chappel,American,1800,1880,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),Paintings,"The Edward W. C. Arnold Collection of New York Prints, Maps, and Pictures, Bequest of Edward W. C. Arnold, 1954"
The Muse of Painting,John La Farge,American,1835,1910,1870,Oil on canvas,49 1/2 x 38 1/4 in. (125.7 x 97.2 cm),Paintings,"Gift of J. Pierpont Morgan and Henry Walters, 1909"
Juke Joint,Benny Andrews,American,1930,2006,1998,"Torn and cut paper and textile, and oil on paper",30 x 22 3/4 in. (76.2 x 57.8 cm),Drawings,"Purchase, Gift of Hyman N. Glickstein, by exchange, 2001"
Design for memorial window,Frederick Wilson 1858-1932,,1858,1932,1917,"Watercolor, gouache, pen, and black and light purplish-grey inks, graphite",21 5/8 x 15 3/16 in. (55 x 38.6 cm),Drawings,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1953"
Untitled,Rollin Crampton,American,1886,1970,1950?,Oil on canvas,"H. 34-3/8, W. 48-1/2 inches (87.3 x 123.2 cm.)",Paintings,"Rogers Fund, 1969"
Two Girls on a Lawn,John Singer Sargent,American,1856,1925,1889?,Oil on canvas,21 1/8 x 25 1/4 in. (53.7 x 64.1 cm),Paintings,"Gift of Mrs. Francis Ormond, 1950"
Mr. and Mrs. Chester Dale Dine Out,Guy P鐚玭e du Bois,American,1884,1958,1924,Oil on canvas,"H. 30, W. 40 inches (76.2 x 100.6 cm.)",Paintings,"Gift of Chester Dale, 1963"
Portrait of a Gentleman,Joseph Wood,,1778,1830,1810?,Watercolor on ivory,3 x 2 3/8 in. (7.6 x 6 cm),Paintings,"Fletcher Fund, 1938"
Josef de Jaudenes y Nebot,Gilbert Stuart,American,1755,1828,1794,Oil on canvas,50 3/4 x 39 3/4 in. (128.9 x 101 cm),Paintings,"Rogers Fund, 1907"
Procession,May Stevens,American,1924,,1983,Acrylic on canvas,"H. 78, W. 120 inches (198.1 x 304.8 cm.)",Paintings,"Gift of the artist and Patricia Hills, 1993"
Stephen Van Rensselaer,Chester,American,1792,1866,1828?,Oil on canvas,36 x 28 in. (91.4 x 71.1 cm),Paintings,"Gift of Mrs. Goodhue Livingston, Sr., 1954"
End of the Hunt,Dale Nichols,American,1904,1995,1934,Oil on canvas,30 1/4 x 40in. (76.8 x 101.6cm) 36 3/4 x 46 1/4 x 2 1/4 in. (93.3 x 117.5 x 5.7 cm) (Frame),Paintings,"Arthur Hoppock Hearn Fund, 1938"
Mrs. Chase in Prospect Park,William Merritt Chase,American,1849,1916,1886,Oil on panel,13 3/4 x 19 5/8 in. (34.9 x 49.9 cm),Paintings,"Gift of Chester Dale, 1963"
Mrs. Sylvanus Bourne,John Singleton Copley,American,1738,1815,1766,Oil on canvas,50 1/4 x 40 in. (127.6 x 101.6 cm),Paintings,"Morris K. Jesup Fund, 1924"
Queen Victoria,Thomas Sully,American,1783,1872,1838,Oil on canvas,36 x 28 3/8 in. (91.4 x 71.5 cm),Paintings,"Bequest of Francis T. Sully Darley, 1914"
General Richard Montgomery,Charles Willson Peale,American,1741,1827,1786,Watercolor on ivory,1 3/4 x 1 5/16 in. (4.4 x 3.4 cm),Paintings,"Dale T. Johnson Fund, 2006"
Design for Autumn Landscape window,Louis Comfort Tiffany,American,1848,1933,1923,"Watercolor, ink, and gouache on paper",18 1/4 x 13 1/2 in. (46.4 x 34.3 cm),Drawings,"Gift of Robert W. de Forest, 1925, transferred from Archives, 1958"
Children in Woods,Frank W. Benson,American,1862,1951,1905,Oil on canvas,32 x 30 in. (81.3 x 76.2 cm),Paintings,"Bequest of Miss Adelaide Milton de Groot (1876 ?967), 1967"
Helen Boyer,Edwin Dickinson,American,1891,1978,1947?,Oil on canvas,"H. 15-1/8, W. 14-1/8 in. (38.4 x 35.9 cm)",Paintings,"Gift of Betty Stebman, 1999"
Book of Hours: 1890,Sabina Ott,American,1955,,1984,Oil on canvas,"Overall: H. 60, W. 138 inches (152.4 x 350.5 cm.)",Paintings,"Purchase, Rhea Blackwood Gift and The Cowles Charitable Trust Gift, in memory of Gardner Cowles, 1988"
The Pride of the Village,Henry Peters Gray,American,1819,1877,1859,Oil on canvas,30 1/4 x 25 1/4 in. (76.8 x 64.1 cm),Paintings,"Gift of William Church Osborn, 1949"
Holy Mountain IV,Horace Pippin,American,1888,1946,1946,Oil on canvas,"H. 26, W. 36 inches (66 x 91.4 cm.)",Paintings,"Bequest of Jane Kendall Gingrich, 1982"
Grand Central Station,Colin Campbell Cooper,American,1856,1937,1909,Oil on canvas,33 x 44 3/4 in. (83.8 x 113.7 cm),Paintings,"Gift of the family of Colin Campbell Cooper, in memory of the artist and his wife, 1941"
"""La Vie en Rose""",Joan Mitchell,American,1926,1992,1979,Oil on canvas,"Overall (4 panels): H. 110-3/8, W. 268-1/4 inches (280.4 x 681.4 cm.) see Notes for each panel dimension",Paintings,"Anonymous Gift and Purchase, George A. Hearn Fund, by exchange, 1991"
Kalamazoo in Winter,Philip Evergood,American,1901,1973,1942,"Oil-casein emulsions on linen, mounted on plywood","H. 30, W. 35 inches (76.2 x 88.9 cm.)",Paintings,"Arthur Hoppock Hearn Fund, 1942"
Egbert Benson,John Vanderlyn,American,1775,1852,1794?,Oil on canvas,29 3/4 x 23 7/8 in. (75.6 x 60.6 cm),Paintings,"Bequest of Alphonso T. Clearwater, 1933"
The Sewer,William P. Chappel,American,1800,1880,1870s,Oil on slate paper,6 1/8 x 9 1/4 in. (15.6 x 23.5 cm),Paintings,"The Edward W. C. Arnold Collection of New York Prints, Maps, and Pictures, Bequest of Edward W. C. Arnold, 1954"
Landscape with Cows,Arthur B. Davies,American,1862,1928,,"Watercolor, pastel, graphite, and gouache on blue laid paper",12 5/8 x 9 9/16 in. (32.1 x 24.3 cm),Drawings,"Bequest of Susan Dwight Bliss, 1966"
"Study for ""Flanders""",Franz Kline,American,1910,1962,1961,Ink and oil on paper,"H. 9, W. 7-1/8 inches (22.9 x 18.1 cm.)",Drawings,"Gift of Ren鑼卐 and David McKee, 1984"
"The Alhambra, Granada, Spain",John Ferguson Weir,American,1841,1926,1901?,Oil on canvas,36 1/4 x 46 1/2 in. (92.1 x 118.1 cm),Paintings,"Gift of David T. Owsley, 1964"
Lake Como,Thomas Moran,,1837,1926,1867,Oil on canvas,40 x 34 1/2 in. (103.5 x 87.6 cm),Paintings,"Bequest of Emily Buch, 1963"
Brock Livingston Delaplaine,William Russell Birch,,1755,1834,1817,Enamel on copper,Sight: 3 x 2 1/2 in. (7.6 x 6.4 cm),Paintings,"Maria DeWitt Jesup Fund, 1985"
"Open Series, Number 14",Ford Crull,American,1952,,1989,"Oil, oilstick, and graphite on paper","H. 50, W. 38-3/4 inches (127 x 98.4 cm.)",Drawings,"Van Day Truex Fund, 1991"
Mrs. Manigault Heyward (Susan Hayne Simmons),Robert Fulton,American,1765,1815,1813?,Watercolor on ivory,3 21/32 x 2 13/16 in. (9.3 x 7.1 cm),Paintings,"Rogers Fund, 1914"
Design for a mosaic ceiling,Louis Comfort Tiffany,American,1848,1933,early20thcentury,"Watercolor, graphite, gold paint and possibly gouache on board in mat",Overall: 14 3/4 x 18 in. (37.5 x 45.7 cm) Design: 20 1/2 x 27 in. (52.1 x 68.6 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967"
Mediterranean,Avel de Knight,American,1924,1995,1966,Gouache on cardboard,"H. 35-3/4, W. 30-1/4 inches (90.8 x 76.8 cm.)",Drawings,"Gift of The American Watercolor Society, 1967"
Senator Elihu Root,John Christen Johansen,American,1876,1964,1926,Oil on canvas,56 x 38 1/4 in. (142.2 x 97.2 cm),Paintings,"Gift of the Trustees of the Museum, 1926"
Cyrus Mansfield,Samuel F. B. Morse,American,1791,1872,1808?,Watercolor on ivory in leatherette case with silk lining,2 5/8 x 1 5/16 in. (6.8 x 4.9 cm),Paintings,"Gift of Gloria Manney, 2006"
The Cathedrals of Broadway,Florine Stettheimer,American,1871,1944,1929,Oil on canvas,"H. 60-1/8, W. 50-1/8 inches (152.7 x 127.3 cm.)",Paintings,"Gift of Ettie Stettheimer, 1953"
My Brother Inside My Head,Jim Dine,American,1935,,1961,Watercolor and gouache on paper,"H. 17, W. 12 inches (43.2 x 30.5 cm.)",Drawings,"Gift of Stanley Posthorn, 1995"
Naples,Samuel Colman,American,1832,1920,,"Watercolor, gouache, and graphite on dark brown wove paper",5 3/8 x 7 15/16 in. (13.7 x 20.2 cm),Drawings,"Gift of Mr. and Mrs. Stuart P. Feld, 1980"
Harlem River,Ernest Lawson,,1873,1939,1913?,Oil on canvas,25 1/4 x 30 1/8 in. (64.1 x 76.5 cm),Paintings,"Bequest of Miss Adelaide Milton de Groot (1876 ?967), 1967"
Edward Robinson,John Singer Sargent,American,1856,1925,1903,Oil on canvas,56 1/2 x 36 1/4 in. (143.5 x 92.1 cm),Paintings,"Gift of Mrs. Edward Robinson, 1931"
Portrait of a Gentleman,William Verstille,,1757,1803,1785?,Watercolor on ivory,1 7/16 x 1 in. (3.7 x 2.5 cm),Paintings,"Maria DeWitt Jesup Fund, 1992"
Road to Kiowa: Study for The Passion of Carry Nation,Edward Laning,American,1906,1981,1936,"Ink, wash and oil on paper","H. 9-5/8, W. 11-5/8 inches (24.4 x 29.5 cm.)",Drawings,"Rogers Fund, 1964"
Kaaterskill Falls for Frank Moore and Dan Hodermarsky (Mass MoCA #11),Stephen Hannock,American,1951,,2005,"Acrylic, alkyd and oil glazes with collage elements on canvas",108 x 96 in. (274.3 x 243.8 cm),Paintings,"Gift of David B. Williams, 2007"
Mrs. George P. Burne,John Wood Dodge,,1807,1893,1852,Watercolor on ivory,Sight: 2 7/16 x 1 15/16 in. (6.2 x 4.9 cm),Paintings,"Rogers Fund, 1946"
"Sunset on Mount Chocorua, New Hampshire",William Trost Richards,American,1833,1905,1872,"Watercolor, gouache, and graphite on gray-green wove paper",8 1/8 x 14 3/16 in. (20.6 x 36 cm),Drawings,"Gift of The Reverend E. L. Magoon, D.D., 1880"
Sleeping Girl,Raphael Soyer,,1899,1987,1948,Oil on canvas,"H. 30, W. 41 inches (76.2 x 104.1 cm.)",Paintings,"George A. Hearn Fund, 1948"
Augusta Sewing Before a Window,Mary Cassatt,American,1844,1926,1910,Oil on canvas,31 3/4 x 23 3/4 in. (80.6 x 60.3 cm),Paintings,"From the Collection of James Stillman, Gift of Dr. Ernest G. Stillman, 1922"
Book of Hours: Winter,Sabina Ott,American,1955,,1985,Oil on canvas,"H. 54, W. 48 inches (137.2 x 122 cm.)",Paintings,"Edith C. Blum Fund, 1985"
"The Fable of the Miller, His Son, and the Donkey",Elihu Vedder,American,1836,1923,1868,Oil on canvas,6 1/2 x 10 3/4 in. (16.5 x 27.3 cm),Paintings,"Gift of John V. and Enza Tomassi Kiskis, 1992"
Crest of Pillar,Morris Louis,American,1912,1962,1961,Magna on canvas,91 x 30 in. (231.1 x 76.2cm),Paintings,"Gift of The Woodward Foundation, 1976"
Monumentality,Gertrude Glass Greene,American,1904,1956,1948,Oil on canvas,"H. 48, W. 35-3/4 inches (121.9 x 90.8 cm.)",Paintings,"Anonymous Gift, 1979"
Shimmer Bright,Barnett Newman,American,1905,1970,1968,Oil on canvas,"H. 72, W. 84-3/8 inches (182.9 x 214.3 cm.)",Paintings,"Gift of Annalee Newman, 1991"
Five P.M.,Jennifer Bartlett,American,1941,,1992,Oil on canvas,84 x 84 in. (213.4 x 213.4 cm),Paintings,"Purchase, Lila Acheson Wallace Gift, 1993"
The Morning Paper,John Ferguson Weir,American,1841,1926,1868,Oil on canvas,24 x 20 in. (61 x 50.8 cm),Paintings,"Purchase, The Bertram F. and Susie Brummer Foundation Inc. Gift, 1960"
The Children of Nathan Starr,Ambrose Andrews,American,1801,1877,1835,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),Paintings,"Gift of Nina Howell Starr, in memory of Nathan Comfort Starr (1896 ?981), 1987"
"Anahita: A Study for ""The Flight of Night""",William Morris Hunt,American,1824,1879,1878,Oil on canvas,37 x 25 1/2 in. (94 x 64.8 cm),Paintings,"Rogers Fund, 1911"
Portrait of a Lady,Hugh Bridport,,1794,1868,1835?,Watercolor on ivory in gilded copper case,2 13/16 x 2 3/16 in. (7.2 x 5.5 cm),Paintings,"Gift of Gloria Manney, 2006"
Design for chandelier,Louis Comfort Tiffany,American,1848,1933,early20thcentury,"Watercolor gouache, colored pencil and graphite on tissue paper",Overall: 11 7/16 x 8 1/2 in. (29.1 x 21.6 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967"
Francis Henry Taylor,Paul Trebilcock,American,1902,1981,1948,Oil on canvas,"H. 34-1/2, W. 27-1/4 inches (87.6 x 69.2 cm.)",Paintings,"Gift of Mrs. Paul Trebilcock, 1983"
Sir Joshua Reynolds (1723 ?792),Archibald Robertson,,1765,1835,1791,Ivory,"Oval, 3 x 2 3/8 in. (75 x 60 mm)",Miniatures,"Bequest of Geraldine Winslow Goddard, 1923"
"Apse Mosaic, San Clemente, Rome",John Singer Sargent,American,1856,1925,1869,"Watercolor, gouache, and graphite on off-white wove paper",19 7/8 x 13 3/4 in. (50.5 x 34.9 cm),Drawings,"Gift of Mrs. Francis Ormond, 1950"
Old Rose and Silver,Binding designed by Margaret Neilson Armstrong,American,1867,1944,1911,illustration: photomechanical reproductions of a painting,8 1/16 x 5 3/16 x 1 in. (20.5 x 13.2 x 2.5 cm),Books,"Gift of Constance C. McPhee, 2012"
Landscape with Houses,Arthur Dove,American,1880,1946,1930?,Oil and aluminum paint on paper,4 7/8 x 6 7/8 in. (12.4 x 17.5 cm),Drawings,"Alfred Stieglitz Collection, 1949"
Still Life,Andy Warhol,American,1928,1987,1976,Acrylic and silkscreen on canvas,"H. 72, W. 86 inches (182.9 x 218.4 cm.)",Paintings,"Gift of Richard and Peggy Danziger, 1986"
Portrait of a Gentleman,William Verstille,,1757,1803,,Watercolor on ivory in gold case,2 1/4 x 1 13/16 in. (5.8 x 4.6 cm),Paintings,"Dale T. Johnson Fund, 2006"
Gauguin Girl,Max Weber,,1881,1961,1907,Gouache on paper,"H. 13, W. 4-1/4 inches (33 x 10.5 cm.)",Drawings,"Gift of A. W. Bahr, 1958"
Iyar (Taurus),Mark Podwal,American,1945,,1995,Gouache and colored pencil on paper,"H. 14, W. 11-1/8 inches (35.6 x 28.3 cm.)",Drawings,"Purchase, Anonymous Gift, 1996"
Eliza Hall,Anne Hall,,1792,1863,1815,Watercolor on ivory,3 5/16 x 2 5/8 in. (8.4 x 6.7 cm),Paintings,"Fletcher Fund, 2006"
"Figure in Hammock, Florida",John Singer Sargent,American,1856,1925,1917,"Watercolor, gouache, and graphite on white wove paper",13 5/8 x 21 in. (34.6 x 53.3 cm),Drawings,"Gift of Mrs. Francis Ormond, 1950"
Clown with a Black Wig,Walt Kuhn,American,1877,1949,1930,Oil on canvas,40 x 30in. (101.6 x 76.2cm),Paintings,"George A. Hearn Fund, 1956"
"Untitled (from the ""Iliad"" series)",Romare Bearden,American,1911,1988,1948?,Watercolor and gouache on paper,25 x 19 in. (63.5 x 48.3 cm),Drawings,"Bequest of Gloria Joyner Lee, 2008"
Lidded Storage Box,Date: 19th century Geography: United States or Canada Alaska or British Columbia Culture: Alaska or British Columbia Medium: Wood paint Dimensions: H. 26 x W. 19 5/8 x D. 19 in.,,2007,2007,,,,,
"The Fable of the Miller, His Son, and the Donkey",Elihu Vedder,American,1836,1923,1868,Oil on canvas,6 1/2 x 10 3/4 in. (16.5 x 27.3 cm),Paintings,"Gift of John V. and Enza Tomassi Kiskis, 1992"
Open Number 37 (in orange with charcoal line),Robert Motherwell,American,1915,1991,1968,Polymer paint and charcoal on canvas,"H. 88, W. 122 inches (223.5 x 309.9 cm.)",Paintings,"Anonymous Gift, 1969"
Judgment Day,Willem de Kooning,,1904,1997,1946,Oil and charcoal on paper,22 1/8 x 28 1/2in. (56.2 x 72.4cm) 30 1/2 x 36 3/4 x 2 in. (77.5 x 93.3 x 5.1 cm) (Frame),Drawings,"From the Collection of Thomas B. Hess, Gift of the heirs of Thomas B. Hess, 1984"
Martin Euclid Thompson,William Sidney Mount,American,1807,1868,1830,Oil on canvas,29 3/4 x 24 1/2 in. (75.6 x 62.2 cm),Paintings,"Bequest of Susan Louise Thompson, 1959"
Street Group,Jerome Myers,American,1867,1940,1923?,Oil on canvas,25 3/16 x 30 1/16 in. (64 x 76.4 cm),Paintings,"George A. Hearn Fund, 1934"
Beth Chet,Morris Louis,American,1912,1962,1958,Magna on canvas,"H. 91-1/8, W. 137-1/2 inches (231.5 x 349.3 cm.)",Paintings,"Gift of Mrs. Abner Brenner, 1969"
Self-Portrait,Andy Warhol,American,1928,1987,1986,Acrylic and silkscreen on canvas,80 x 80in. (203.2 x 203.2cm) 81 x 81 x 2 in. (205.7 x 205.7 x 5.1 cm) (Frame),Paintings,"Purchase, Mrs. Vera G. List Gift, 1987"
Merengue en Boca Chica,Rafael Ferrer,,1933,,1983,Oil on canvas,60 x 72 in. (152.4 x 182.9 cm) Frame: 62 x 74 x 2 1/2 in. (157.5 x 188 x 6.4 cm),Paintings,"Purchase, Anonymous Gift, 1984"
The Intruder,Robert Guinan,American,1934,,1967,Oil on canvas,"H. 81-1/2, W. 62 inches (207 x 157.5 cm.)",Paintings,"Gift of Boris and Sophie Leavitt, 1987"
David Smith,Edgar Levy,American,1907,1975,1930?,Oil on linen,24 3/4 x 16in. (62.9 x 40.6cm),Paintings,"Purchase, Mrs. Derald Ruttenberg Gift, 1999"
The Bronx River,Ernest Lawson,,1873,1939,1910?,Oil on canvas,21 x 25 in. (53.3 x 63.5 cm),Paintings,"Gift of Mrs. J. Augustus Barnard, 1979"
John Brown,Robert Fulton,American,1765,1815,1786,Watercolor on ivory,1 3/4 x 1 11/32 in. (4.4 x 3.4 cm),Paintings,"Morris K. Jesup Fund, 1936"
"Design for window of Angel Gabriel, ""Annunciation Angel [?]""",Frederick Wilson 1858-1932,,1858,1932,early20thcentury,"Watercolor, gouache, graphite, and ruled white ink on off-white wove paper - shaped and mounted on warm grey wove paper secondary support in original warm grey window matt with shaped tracery.",Overall: 18 7/16 x 4 1/16 in. (46.8 x 10.4 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967"
Nature morte au coffret [Copy after Chardin painting],Pierre Matisse,,1900,1989,1920?,Oil on canvas,13 1/8 x 16 1/4 in. (33.3 x 41.3 cm),Paintings,"The Pierre and Maria-Gaetana Matisse Collection, 2002"
Portrait of a Gentleman,Anson Dickinson,,1779,1852,1814?,Watercolor on ivory in gilded copper foliate locket; hair reserve verso,2 3/4 x 2 1/4 in. (7 x 5.7 cm),Paintings,"Gift of Gloria Manney, 2006"
Mrs. John McAllister (Frances Wardale),James Peale,American,1749,1831,1791,Watercolor on ivory in gold locket,2 x 1 1/2 in. (5.1 x 3.9 cm),Paintings,"Gift of Gloria Manney, 2006"
"Colburn's Butte, South Utah",Thomas Moran,,1837,1926,1873,"Watercolor, gouache and graphite on off-white wove paper",13 7/8 x 9 7/16 in. (35.2 x 24 cm),Drawings,"Gift of David and Laura Grey, in honor of Kevin J. Avery, 2009"
