artworkTitle,artistName,nationality,birthDate,deathDate,dateOfStartOfCreation,dateOfEndOfCreation,medium,dimensions,classification,creditLine,production_id
"Baseball Game, Long Island",Louis Bouch?American,1896,1969,1939,1939,Oil on canvas,20 x 25 1/2in. (50.8 x 64.8cm) 26 1/2 x 32 x 1 5/8 in. (67.3 x 81.3 x 4.1 cm) (Frame),Paintings,"George A. Hearn Fund, 1940",ffb112ac4367,6e3c5c55ec31
Edward Robinson,John Singer Sargent,American,1856,1925,1903,1903,Oil on canvas,56 1/2 x 36 1/4 in. (143.5 x 92.1 cm),Paintings,"Gift of Mrs. Edward Robinson, 1931",432da01fa7e0
Road to Kiowa: Study for The Passion of Carry Nation,Edward Laning,American,1906,1981,1936,1936,"Ink, wash and oil on paper","H. 9-5/8, W. 11-5/8 inches (24.4 x 29.5 cm.)",Drawings,"Rogers Fund, 1964",dc0fad7d138a
"Sunset on Mount Chocorua, New Hampshire",William Trost Richards,American,1833,1905,1872,1872,"Watercolor, gouache, and graphite on gray-green wove paper",8 1/8 x 14 3/16 in. (20.6 x 36 cm),Drawings,"Gift of The Reverend E. L. Magoon, D.D., 1880",1c32d04f1994
Augusta Sewing Before a Window,Mary Cassatt,American,1844,1926,1905,1910,Oil on canvas,31 3/4 x 23 3/4 in. (80.6 x 60.3 cm),Paintings,"From the Collection of James Stillman, Gift of Dr. Ernest G. Stillman, 1922",eba8bdd8ebc3
Crest of Pillar,Morris Louis,American,1912,1962,1961,1961,Magna on canvas,91 x 30 in. (231.1 x 76.2cm),Paintings,"Gift of The Woodward Foundation, 1976",6c2350bc3c74
Monumentality,Gertrude Glass Greene,American,1904,1956,1948,1948,Oil on canvas,"H. 48, W. 35-3/4 inches (121.9 x 90.8 cm.)",Paintings,"Anonymous Gift, 1979",df0f98ea2070
Shimmer Bright,Barnett Newman,American,1905,1970,1968,1968,Oil on canvas,"H. 72, W. 84-3/8 inches (182.9 x 214.3 cm.)",Paintings,"Gift of Annalee Newman, 1991",b487ebcf2a2f
The Morning Paper,John Ferguson Weir,American,1841,1926,1868,1868,Oil on canvas,24 x 20 in. (61 x 50.8 cm),Paintings,"Purchase, The Bertram F. and Susie Brummer Foundation Inc. Gift, 1960",72be152e40b0
The Children of Nathan Starr,Ambrose Andrews,American,1801,1877,1835,1835,Oil on canvas,28 3/8 x 36 1/2 in. (72.1 x 92.7 cm),Paintings,"Gift of Nina Howell Starr, in memory of Nathan Comfort Starr (1896?981), 1987",2a4fc2fc9376
"Anahita: A Study for ""The Flight of Night""",William Morris Hunt,American,1824,1879,1878,1878,Oil on canvas,37 x 25 1/2 in. (94 x 64.8 cm),Paintings,"Rogers Fund, 1911",4649712d88a8
Design for chandelier,Louis Comfort Tiffany,American,1848,1933,late19th,early20thcentury,"Watercolor gouache, colored pencil and graphite on tissue paper",Overall: 11 7/16 x 8 1/2 in. (29.1 x 21.6 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",e49f4c4f1b94
Francis Henry Taylor,Paul Trebilcock,American,1902,1981,1948,1948,Oil on canvas,"H. 34-1/2, W. 27-1/4 inches (87.6 x 69.2 cm.)",Paintings,"Gift of Mrs. Paul Trebilcock, 1983",f7ecaaa4cc39
"Apse Mosaic, San Clemente, Rome",John Singer Sargent,American,1856,1925,1868,1869,"Watercolor, gouache, and graphite on off-white wove paper",19 7/8 x 13 3/4 in. (50.5 x 34.9 cm),Drawings,"Gift of Mrs. Francis Ormond, 1950",13774b22882e
Old Rose and Silver,rong,American,1867,1944,1911,1911,illustration: photomechanical reproductions of a painting,8 1/16 x 5 3/16 x 1 in. (20.5 x 13.2 x 2.5 cm),Books,"Gift of Constance C. McPhee, 2012",2536ff281567
Landscape with Houses,Arthur Dove,American,1880,1946,1930,1930,Oil and aluminum paint on paper,4 7/8 x 6 7/8 in. (12.4 x 17.5 cm),Drawings,"Alfred Stieglitz Collection, 1949",05ff8b656d3b
Still Life,Andy Warhol,American,1928,1987,1976,1976,Acrylic and silkscreen on canvas,"H. 72, W. 86 inches (182.9 x 218.4 cm.)",Paintings,"Gift of Richard and Peggy Danziger, 1986",95a9c0ab42bb
"Figure in Hammock, Florida",John Singer Sargent,American,1856,1925,1917,1917,"Watercolor, gouache, and graphite on white wove paper",13 5/8 x 21 in. (34.6 x 53.3 cm),Drawings,"Gift of Mrs. Francis Ormond, 1950",1e118edf7d49
Clown with a Black Wig,Walt Kuhn,American,1877,1949,1930,1930,Oil on canvas,40 x 30in. (101.6 x 76.2cm),Paintings,"George A. Hearn Fund, 1956",1aefd6153c9a
"Untitled (from the ""Iliad"" series)",Romare Bearden,American,1911,1988,1948,1948,Watercolor and gouache on paper,25 x 19 in. (63.5 x 48.3 cm),Drawings,"Bequest of Gloria Joyner Lee, 2008",2ef2d527738c
Open Number 37 (in orange with charcoal line),Robert Motherwell,American,1915,1991,1968,1968,Polymer paint and charcoal on canvas,"H. 88, W. 122 inches (223.5 x 309.9 cm.)",Paintings,"Anonymous Gift, 1969",1909f90d134c
Martin Euclid Thompson,William Sidney Mount,American,1807,1868,1830,1830,Oil on canvas,29 3/4 x 24 1/2 in. (75.6 x 62.2 cm),Paintings,"Bequest of Susan Louise Thompson, 1959",e62ef0a7d942
Street Group,Jerome Myers,American,1867,1940,1923,1923,Oil on canvas,25 3/16 x 30 1/16 in. (64 x 76.4 cm),Paintings,"George A. Hearn Fund, 1934",c7d76b9552b3
Beth Chet,Morris Louis,American,1912,1962,1958,1958,Magna on canvas,"H. 91-1/8, W. 137-1/2 inches (231.5 x 349.3 cm.)",Paintings,"Gift of Mrs. Abner Brenner, 1969",63e48c27f0c6
Self-Portrait,Andy Warhol,American,1928,1987,1986,1986,Acrylic and silkscreen on canvas,80 x 80in. (203.2 x 203.2cm) 81 x 81 x 2 in. (205.7 x 205.7 x 5.1 cm) (Frame),Paintings,"Purchase, Mrs. Vera G. List Gift, 1987",ff7fa0907e9e
David Smith,Edgar Levy,American,1907,1975,1930,1930,Oil on linen,24 3/4 x 16in. (62.9 x 40.6cm),Paintings,"Purchase, Mrs. Derald Ruttenberg Gift, 1999",bdfab679aadc
John Brown,Robert Fulton,American,1765,1815,1786,1786,Watercolor on ivory,1 3/4 x 1 11/32 in. (4.4 x 3.4 cm),Paintings,"Morris K. Jesup Fund, 1936",037e2d450884
Mrs. John McAllister (Frances Wardale),James Peale,American,1749,1831,1791,1791,Watercolor on ivory in gold locket,2 x 1 1/2 in. (5.1 x 3.9 cm),Paintings,"Gift of Gloria Manney, 2006",186b20f647cb
Design for wall fixture,Louis Comfort Tiffany,American,1848,1933,late19th,early20thcentury,"Watercolor, gouache, and graphite on off-white lightweight board",Overall: 22 1/16 x 14 in. (56.1 x 35.5 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",37f7f8569d7a
Still Life,Preston Dickinson,American,1889,1930,1924,1924,Oil on composition board,"H. 10-5/8, W. 7-5/8 inches (27 x 19.3 cm.)",Paintings,"Anonymous Gift, in memory of Robert Glenn Price, 1954",17d92876914f
Interior,Preston Dickinson,American,1889,1930,1924,1924,Oil on canvas,"H. 31, W. 28 inches (78.7 x 71.1 cm.)",Paintings,"Gift of Edith C. Denniston, 1971",af31ad20aecf
Susan Walker Morse (The Muse),Samuel F. B. Morse,American,1791,1872,1836,1837,Oil on canvas,73 3/4 x 57 5/8 in. (187.3 x 146.4 cm),Paintings,"Bequest of Herbert L. Pratt, 1945",44e541688b90
"Landscape, Binghamton, New York",Louis Michel Eilshemius,American,1864,1941,1907,1907,Oil on Masonite,26 1/4 x 37 3/4 in. (66.7 x 95.9 cm),Paintings,"George A. Hearn Fund, 1934",c302fe10fd9f
Second Theme,Burgoyne Diller,American,1906,1965,1949,1949,Oil on canvas,"H. 26, W. 26 inches (66 x 66 cm.)",Paintings,"Gift of William Benenson, 1991",cfcd358b7e5d
Design for landscape window,Louis Comfort Tiffany,American,1848,1933,late19th,early20thcentury,"Watercolor, gouache, and graphite on paper mounted on board",Overall: 15 1/8 x 9 7/8 in. (38.4 x 25.1 cm) Other (Design): 9 x 4 in. (22.9 x 10.2 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",3b47b0e7f4e3
"View from the Artist's Window, Grove Street",Robert Frederick Blum,American,1857,1903,1900,1900,Oil on canvas,22 5/16 x 19 1/2 in. (56.7 x 49.5 cm),Paintings,"Gift of Margaret and Raymond J. Horowitz, 1976",bbc883f044c2
Hell (Union Square),Dennis Smith,American,1951,1983,1981,1981,Oil on canvas,"H. 45, W. 60 inches (114.3 x 152.4 cm.)",Paintings,"Arthur Hoppock Hearn Fund, 1984",f3634dcf9bca
Captain John Gell,Gilbert Stuart,American,1755,1828,1785,1785,Oil on canvas,94 1/2 x 58 1/2 in. (240 x 148.6 cm),Paintings,"Purchase, Dorothy Schwartz Gift, Joseph Pulitzer Bequest, and 2000 Benefit Fund, 2000",42789bd1338f
Blue Plate,Leon Kelly,American,1901,1982,1940,1940,Gouache on paper,"H. 19, W. 25 inches (48.3 x 63.5 cm.)",Drawings,"Gift of Pennsylvania W. P. A., 1943",efe90cb15ab9
Carmencita,William Merritt Chase,American,1849,1916,1890,1890,Oil on canvas,69 7/8 x 40 7/8 in. ( 177.5 x 103.8 cm),Paintings,"Gift of Sir William Van Horne, 1906",2b3ab63b2122
"Elegy to the Spanish Republic, 70",Robert Motherwell,American,1915,1991,1961,1961,Oil on canvas,69 x 114 in. (175.3 x 289.6 cm),Paintings,"Anonymous Gift, 1965",d2a99a863ebc
Untitled (Figure Composition),Jackson Pollock,American,1912,1956,1938,1941,Gouache on paper,"H. 22-3/4, W. 17-3/4 inches (57.8 x 45.1 cm.)",Drawings,"Gift of Lee Krasner Pollock, 1982",40fcf6832203
[Floral Still-Life],Walker Evans,American,1903,1975,1950s,1960s,Tempera on panel,50.8 x 40.6 cm (20 x 16 in. ),Paintings,"Walker Evans Archive, 1994",cf0ab673f02c
Night Watch,Charles Shaw,American,1892,1974,1950,1954,Oil on canvas,"H. 48, W. 32 inches (121.9 x 81.3 cm.)",Paintings,"Anonymous Gift, in memory of Mr. and Mrs. Alanson Brooks, 1955",2c34882a3716
Five Cows,George Bellows,American,1882,1925,1919,1919,Oil on canvas,"H. 20, W. 24-1/8 inches (50.8 x 61.4 cm.)",Paintings,"Bequest of Margaret Seligman Lewisohn, in memory of her husband, Sam A. Lewisohn, 1954",bf4f15e4cef4
Athens,William Grosvener Congdon,American,1912,1998,1953,1953,Oil on Masonite,"H. 39-1/8, W. 56-13/16 inches (99.4 x 144.3 cm.)",Paintings,"Arthur Hoppock Hearn Fund, 1954",a81631447b97
"Working Drawing for ""Dragonfly, flying round"" shade",Louis Comfort Tiffany,American,1848,1933,1905,1905,"Watercolor, gouache, graphite pencil, and black ink on wove paper",11 13/16 x 22 1/16 in. (30 x 56 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",543ee489b9ae
"The Great Statue of Amida Buddha at Kamakura, Known as the Daibutsu, from the Priest's Garden",John La Farge,American,1835,1910,1887,1887,Watercolor and gouache on off-white wove paper,19 1/4 x 12 1/2 in. (48.9 x 31.8 cm),Drawings,"Gift of the family of Maria L. Hoyt, 1966",8cfd0737f31b
Portrait of a Lady,John Carlin,American,1813,1891,1844,1844,Watercolor on ivory in leatherette case,3 7/16 x 2 3/4 in. (8.7 x 7 cm),Paintings,"Fletcher Fund, 1937",191937569dfd
Ortler Spitz from Summit of Stelvio Pass (from Switzerland 1869 Sketchbook),John Singer Sargent,American,1856,1925,1869,1869,"Watercolor, graphite, and gouache on off white wove paper",7 3/4 x 11 3/4 in. (19.7 x 29.8 cm),Drawings,"Gift of Mrs. Francis Ormond, 1950",4857ad08ca6a
The False Front,Charles Burchfield,American,1893,1967,1920,1921,"Watercolor, gouache and graphite on paper","H. 21, W. 30 inches (53.3 x 76.2 cm.)",Drawings,"Rogers Fund, 1924",5345193f4ac8
Organization No. 21,John Sennhauser,American,1907,1978,1942,1942,"Gouache, graphite, watercolor and pastel on leather","H. 21-3/4, W. 19-5/8 inches (55.2 x 49.8 cm.)",Drawings,"Gift of Murray D. Garson, in memory of Margaret S. Garson, 1981",07fa60ba09c4
Still Life No. 16,Marsden Hartley,American,1877,1943,1920,1920,Oil and charcoal on paperboard,27 x 19 in. (68.6 x 48.3 cm),Paintings,"Alfred Stieglitz Collection, 1949",0659f7eb9120
Mercy's Dream,Daniel Huntington,American,1816,1906,1858,1858,Oil on canvas,84 x 66 1/4 in. (213.4 x 168.3 cm),Paintings,"Gift of the artist, 1897",441cb96d3a2a
"Saint Matthew, Mosaic, Cathedral, Salerno",John Singer Sargent,American,1856,1925,1869,1869,"Watercolor, gold paint, gouache, and graphite on off-white wove paper",6 1/8 x 9 1/2 in. (15.6 x 24.1 cm),Drawings,"Gift of Mrs. Francis Ormond, 1950",986f67c51dca
Gitana,John Singer Sargent,American,1856,1925,1876,1876,Oil on canvas,29 x 23 5/8 in. (73.7 x 60 cm),Paintings,"Gift of George A. Hearn, 1910",d95444cfb11d
New York Street Scene,Glenn Coleman,American,1887,1932,1929,1929,Oil on canvas,"H. 29, W. 25 inches (73.7 x 63.5 cm.)",Paintings,"Purchase, Clarence Y. Palitz Jr. Gift, in memory of Clarence Y. Palitz Sr., 1983",2a451d0847c8
Nijinsky,Franz Kline,American,1910,1962,1940,1940,Oil on canvas,"H. 20, W. 18 inches (50.8 x 45.7 cm.)",Paintings,"Gift of Theodore J. Edlich, Jr., 1986",aa8e11a6f8dd
George May,Mark Tobey,American,1890,1976,1928,1928,Oil on canvas,"H. 47, W. 28-1/8 inches (119.5 x 71.5 cm.)",Paintings,"Gift of George May, 1959",7d6b8023a958
Before and After I,Andy Warhol,American,1928,1987,1961,1961,Casein on canvas,68 x 54 in. (172.7 x 137.2 cm),Paintings,"Gift of Halston, 1981",fdc9f00feb83
"Jonathan Pinkney, Jr.",James Peale,American,1749,1831,1798,1798,Watercolor on ivory in gold locket; hair reserve verso,3 1/8 x 2 1/2 in. (7.9 x 6.4 cm),Paintings,"Maria DeWitt Jesup Fund, 1925",59e40ee3a029
"Lake George, Free Study",John Frederick Kensett,American,1816,1872,1872,1872,Oil on canvas,10 x 14 1/8 in. (25.4 x 35.9 cm),Paintings,"Gift of Thomas Kensett, 1874",ed76182b6d64
Revolve and Devolve,Gerome Kamrowski,American,1914,2004,1943,1943,Gouache on paper,"H. 20, W. 29-3/4 inches (50.8 x 75.6 cm.)",Drawings,"Purchase, Anna-Maria and Stephen Kellen Foundation and Mrs. Fernand Leval Gifts, 1988",043acc18e04c
The Rajah Starting on a Hunt,Edwin Lord Weeks,American,1849,1903,1892,1892,Oil on canvas,39 9/16 x 32 in. (100.5 x 81.3 cm),Paintings,"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",5997db45b059
Head II,Philip Guston,American,1913,1980,1963,1963,Gouache on paper,"H. 30-1/8, W. 40 inches (76.5 x 101.6 cm.)",Drawings,"Bequest of Musa Guston, 1992",4c28ab819a0b
George Washington,Charles Willson Peale,American,1741,1827,1777,1777,Watercolor on ivory in gold bracelet mount,1 1/2 x 1 3/8 in. (3.8 x 3.5 cm),Paintings,"Gift of William H. Huntington, 1883",f8c21705a771
Moroccan Sunflowers,Charles Baskerville,American,1896,1994,1940,1940,"Oil on canvas, mounted on Masonite","H. 30, W. 35-7/8 inches (76.2 x 91.1 cm.)",Paintings,"Gift of Guy G. Rutherfurd, 1995",5e2bf74b5909
Autumn Oaks,George Inness,American,1825,1894,1878,1878,Oil on canvas,20 3/8 x 30 1/8 in. (54.3 x 76.5 cm),Paintings,"Gift of George I. Seney, 1887",f735006fa4fc
In the Garden,George de Forest Brush,American,1855,1941,1906,1906,Oil on canvas mounted on zinc plate,37 1/4 x 16 7/8 in. (94.6 x 42.9 cm),Paintings,"Gift of George A. Hearn, 1906",505376d17483
"Eagle Head, Manchester, Massachusetts (High Tide)",Winslow Homer,American,1836,1910,1870,1870,Oil on canvas,26 x 38 in. (66 x 96.5 cm),Paintings,"Gift of Mrs. William F. Milton, 1923",794f3b70766a
Study of Beeches,John Frederick Kensett,American,1816,1872,1872,1872,Oil on canvas,14 3/4 x 10 3/8 in. (37.5 x 26.4 cm),Paintings,"Gift of Thomas Kensett, 1874",0bfb117443ec
"The Old Pine, Darien, Connecticut",John Frederick Kensett,American,1816,1872,1872,1872,Oil on canvas,34 3/8 x 27 1/4 in. (87.3 x 69.2 cm),Paintings,"Gift of Thomas Kensett, 1874",9a0d17b2128b
Figure on a Tightrope,William Baziotes,American,1912,1963,1947,1947,Oil on canvas,"H. 36, W. 42 inches (91.4 x 106.7 cm)",Paintings,"Gift of Dr. and Mrs. Louis R. Wasserman, 1977",77b4b3bf589a
1947-48-W No. 1,Clyfford Still,American,1904,1980,1947,1948,Oil on canvas,"H. 91-3/4, W. 70-3/4 inches (233 x 179.7 cm.)",Paintings,"Gift of Mrs. Clyfford Still, 1986",dda296a6ed7c
Study for Portrait of Mrs. Anna E. Little,Childe Hassam,American,1859,1935,1925,1925,Cont?crayon on canvas,14 x 17 in. (35.6 x 43.2 cm),Paintings,"Gift of Mrs. Gordon M. Bartlett, in memory of her great aunt, Mrs. Anna E. Little, 1998",607e13d6bd20
Portrait of a Gentleman,Nathaniel Rogers,American,1788,1844,1813,1813,Watercolor on ivory,3 5/16 x 2 5/8 in. (8.4 x 6.6 cm),Paintings,"Dale T. Johnson Fund, 2006",e504fd1b6126
Ducks,Andrew Michael Dasburg,American,1887,1979,1927,1927,Oil on canvas,"H. 30, W. 39-7/8 inches (76.2 x 101.3 cm.)",Paintings,"Gift of Edwin J. Gamble, 1952",638bd6fd36ad
Untitled (Number 260),Jean Xceron,American,1890,1967,1942,1942,Oil on canvas,19 x 19in. (48.3 x 48.3cm),Paintings,"Gift of American Abstract Artists, 1968",1e0aa0030d9b
Design for a table,Louis Comfort Tiffany,American,1848,1933,late19th,early20thcentury,"Graphite, watercolor, blue wash, and gouache on tissue paper mounted on board",Overall: 15 1/4 x 27 3/4 in. (38.7 x 70.5 cm) Design: 9 3/4 x 24 5/8 in. (24.8 x 62.5 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",5247b6b6273d
Living Time,Nicolas Carone,American,1917,2010,1956,1956,Oil on canvas,"H. 41-1/2, W. 50-1/2 inches (105.4 x 128.4 cm.)",Paintings,"Gift of Katherine Ordway, 1956",c9efee26737b
The Sewing Woman,John Sloan,American,1871,1951,1901,1901,Oil on canvas,19 x 16 1/8 in. (48.3 x 41 cm),Paintings,"Bequest of Margaret Seligman Lewisohn, in memory of her husband, Sam A. Lewisohn, 1954",952b0a3d0fa4
Mrs. Stephen Van Rensselaer III (Cornelia Paterson),Nathaniel Rogers,American,1788,1844,1825,1825,Watercolor on ivory in ormolu mat,3 9/32 x 2 7/16 in. (8.3 x 6.2 cm),Paintings,"Morris K. Jesup Fund, 1932",b513f482465c
[Landscape with Adobe Church],Walker Evans,American,1903,1975,1947,1947,Tempera on panel,30.5 x 40.5 cm (12 x 15 15/16 in. ),Paintings,"Walker Evans Archive, 1994",b6c140511d77
Three Bowery Figures,Lester Johnson,American,1919,2010,1964,1964,Oil on canvas,"H. 68, W. 90 inches (172.7 x 228.6 cm.)",Paintings,"Purchase, Lila Acheson Wallace Gift, 1984",3eddd7d7e5f0
Design for a baptismal font,Louis Comfort Tiffany,American,1848,1933,late19th,early20thcentury,"Watercolor, gouache, black ink, and graphite on artist board on pebble-finish mat board",Overall: 22 9/16 x 18 11/16 in. (57.3 x 47.5 cm) Design: 17 1/8 x 12 3/8 in. (43.5 x 31.5 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",520b8c124cc7
Spring Landscape,Thomas Doughty,American,1793,1856,1853,1856,Oil on canvas,44 x 62 in. (111.8 x 157.5 cm),Paintings,"Gift of George F. Shelton and Mrs. F. H. Markoe, in memory of their father, Theodore B. Shelton, 1917",08083f3d1abf
In the Studio,Helen Winslow Durkee,American,1880,1954,1916,1916,Watercolor on ivory,Sight: 5 7/8 x 4 1/2 in. (14.9 x 11.4 cm),Paintings,"Bequest of Helen Winslow Durkee Mileham, 1954",bd2462b4d03e
Lester Leaps,Nell Blaine,American,1922,1996,1944,1945,Oil on canvas,"H. 24, W. 13 inches (61 x 33 cm.)",Paintings,"Gift of Arthur W. Cohen, 1978",7cda9faf4487
Machinery,Charles Demuth,American,1883,1935,1920,1920,Gouache and graphite on paperboard (Beaver Board),24 x 19 7/8 in. (61 x 50.5 cm),Drawings,"Alfred Stieglitz Collection, 1949",404e076107aa
Design for a single light window,Louis Comfort Tiffany,American,1848,1933,late19th,early20thcentury,"Watercolor, gouache, and ink on paper in gold shaped mat",29 x 6 7/8 in. (73.7 x 17.5 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",227f53164266
Objects on a Table,Patrick Henry Bruce,American,1881,1936,1920,1921,Oil on canvas,"H. 35, W. 45-3/4 inches (88.9 x 116.2 cm.)",Paintings,"George A. Hearn Fund, 1961",4c871ebcf8bc
Nine Jackies,Andy Warhol,American,1928,1987,1964,1964,Acrylic and silkscreen on canvas,Each component approx.: 20 x 16 in. (50.8 x 40.6 cm) 65 x 53 x 2 in. (165.1 x 134.6 x 5.1 cm) (Frame),Paintings,"Gift of Halston, 1983",3b31e83cd1ca
"Twilight in the Cedars at Darien, Connecticut",John Frederick Kensett,American,1816,1872,1872,1872,Oil on canvas,28 1/2 x 41 in. (72.4 x 104.1cm),Paintings,"Gift of Thomas Kensett, 1874",b7388f71f873
The Seven Deadly Sins: Avarice,Paul Cadmus,American,1904,1999,1949,1949,Egg tempera on cardboard,"H. 24, W. 12 inches (61 x 30.5 cm.)",Paintings,"Gift of Lincoln Kirstein, 1993",b2a2ecd468c8
Across the Valley,Gifford Beal,American,1879,1956,1916,1916,Watercolor and gouache on off-white wove paper,14 1/8 x 20 in. (35.9 x 50.8 cm),Drawings,"Rogers Fund, 1924",7bb0fc957ba3
"Bouquet Valley, Adirondack Mountains",William Trost Richards,American,1833,1905,1877,1877,Oil on canvas,23 x 37 in. (58.4 x 94 cm),Paintings,"Gift of Dr. Robert G. and Kathryn Keller Marshall, 2003",e3b3f5357537
Jeremiah Lee,John Singleton Copley,American,1738,1815,1769,1769,Watercolor on ivory,1 1/2 x 1 1/4 in. (3.8 x 3.2 cm),Paintings,"Harris Brisbane Dick Fund, 1939",6769f76fecd3
Young Girl Meditating,Thomas Eakins,American,1844,1916,1877,1877,Watercolor and gouache on off-white wove paper,9 9/16 x 6 1/8 in. (24.3 x 15.6 cm),Drawings,"Fletcher Fund, 1925",0835bffca2dc
Design for a plaque,Louis Comfort Tiffany,American,1848,1933,late19th,early20thcentury,"Watercolor, gouache, and graphite on matt board",Overall: 14 1/2 x 18 1/16 in. (36.8 x 45.8 cm),Drawings,"Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",71fe5f024027
Susan Metcalf Casals,Lydia Field Emmet,American,1866,1952,1925,1925,Oil on canvas,52 x 40 in. (132.1 x 101.6 cm),Paintings,"Gift of Rosamond Sherwood, 1954",2b9b92a2283f
Double Turn,Kenneth Noland,American,1924,2010,1974,1974,Magna on canvas,69 1/2 x 69 1/2 in. (176.5 x 176.5 cm) Diagonal: 98 1/2 in. (250.2 cm),Paintings,"Gift of Mireille and James I. Levy, 1997",cba8a5083703
