technique,provenance,title,imageUrl,dimensions,artist,additionalInfo,url,production_id
Wood block print on paper,Gift of Sam Jaffee and Mildred Jaffee,Frederick Douglass,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CF%2E+Douglass%2Ejpg,"41 x 25""",Sue Jane Mitchell Smock,woodcut print of Frederick Douglass,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Sue+Jane+Mitchell+Smock&whereclause=where+maker%3D%27Sue+Jane+Mitchell+Smock%27+OR+cleanmaker%3D%27Sue+Jane+Mitchell+Smock%27+OR+maker1%3D%27Sue+Jane+Mitchell+Smock%27+OR+maker2%3D%27Sue+Jane+Mitchell+Smock%27+OR+maker3%3D%27Sue+Jane+Mitchell+Smock%27+OR+maker4%3D%27Sue+Jane+Mitchell+Smock%27+OR+maker5%3D%27Sue+Jane+Mitchell+Smock%27&current_record=1,aba7588a1e24
Oil on canvas,Gift of Joan D. Payne,Animal,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSuzanne%5FJackson%5CAnimal%5FJackson%2Ejpg,"80"" x 80""",Suzanne Fitzallen Jackson,"Large scale work of white bird (crane ?) and shadow of fox-like animal behind it. Spots of bright primary colors, blue, yellow and red, in work.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Suzanne+Fitzallen+Jackson&whereclause=where+maker%3D%27Suzanne+Fitzallen+Jackson%27+OR+cleanmaker%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker1%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker2%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker3%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker4%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker5%3D%27Suzanne+Fitzallen+Jackson%27&current_record=1,3b9f72ca99e5
Acrylic paint and wash on canvas,Gift of Jamesina E. Henderson,Passages,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CSuzanne%5FJackson%5CJackson%5FPassages+copy%2Ejpg,"48 x 144""",Suzanne Fitzallen Jackson,"Three faces in right side profile silhouette, one beige, one reddish, and one purple. The two faces at left are semi-concealed with a transparent wash in the shape of aheart. The right face appears to be kissing a large golden bird (crane?) in flight.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Suzanne+Fitzallen+Jackson&whereclause=where+maker%3D%27Suzanne+Fitzallen+Jackson%27+OR+cleanmaker%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker1%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker2%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker3%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker4%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker5%3D%27Suzanne+Fitzallen+Jackson%27&current_record=2,82edee3aee03
Ink on paper,Gift of Allison Banks Herbert,Warbling Vireo,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSuzanne%5FJackson%5CJackson%5FWarblingVireo%2Ejpg,"16"" H x 16"" W",Suzanne Fitzallen Jackson,Sketch of bird incorporated into a heart-shaped object.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Suzanne+Fitzallen+Jackson&whereclause=where+maker%3D%27Suzanne+Fitzallen+Jackson%27+OR+cleanmaker%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker1%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker2%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker3%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker4%3D%27Suzanne+Fitzallen+Jackson%27+OR+maker5%3D%27Suzanne+Fitzallen+Jackson%27&current_record=3,816d9d918bd1
Rotogravure on newsprint,Gift of Odvar and Zeta Holm,"""Take Me Back To Dear Old Dixie"" sheet music",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CTakeMeBackToDixie%2Ejpg,"14"" x 11""",Tell Taylor and Harry A. Ellis,"Sheet music; published by permission of Victor Kremer Co. Chicago Music Section, Chicago Sunday Examiner, May 26, 1907-Pages 17-20.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Tell+Taylor+and+Harry+A%2E+Ellis&whereclause=where+maker%3D%27Tell+Taylor+and+Harry+A%2E+Ellis%27+OR+cleanmaker%3D%27Tell+Taylor+and+Harry+A%2E+Ellis%27+OR+maker1%3D%27Tell+Taylor+and+Harry+A%2E+Ellis%27+OR+maker2%3D%27Tell+Taylor+and+Harry+A%2E+Ellis%27+OR+maker3%3D%27Tell+Taylor+and+Harry+A%2E+Ellis%27+OR+maker4%3D%27Tell+Taylor+and+Harry+A%2E+Ellis%27+OR+maker5%3D%27Tell+Taylor+and+Harry+A%2E+Ellis%27&current_record=1,2aee2cae759f
business card,Collection of California African American Museum,"King Hotel, Central at 42nd Place  Los Angeles 11, Calif.",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFICitems%5CKIngHotel%2Ejpg,"2.625"" x 4""",The Kings,"Business card advertising King Hotel with 115 newly decorated rooms, 75 with bath.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+The+Kings&whereclause=where+maker%3D%27The+Kings%27+OR+cleanmaker%3D%27The+Kings%27+OR+maker1%3D%27The+Kings%27+OR+maker2%3D%27The+Kings%27+OR+maker3%3D%27The+Kings%27+OR+maker4%3D%27The+Kings%27+OR+maker5%3D%27The+Kings%27&current_record=1,702ad463244b
Leather-bound book with letter-press printing and serigraphs,Museum purchase,Bookmarks in the Pages of Life: Six short stories by Zora Neale Hurston with six original serigraphs by Betye Saar,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CBookmarks%2Ebmp,"15.25"" H x 12"" W x 1"" D",The Limited Editions Club [publisher],"Seventy-six page limited edition book containing (6) short stories: ""Bone of Contention, Magnolia Flower, High John De Conqueror, The Conscience of the Court, Mother Catherine and Now You Cookin' with Gas"". Each of the six stories is accompanied by an original illustration executed in serigraph.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+The+Limited+Editions+Club+%5Bpublisher%5D&whereclause=where+maker%3D%27The+Limited+Editions+Club+%5Bpublisher%5D%27+OR+cleanmaker%3D%27The+Limited+Editions+Club+%5Bpublisher%5D%27+OR+maker1%3D%27The+Limited+Editions+Club+%5Bpublisher%5D%27+OR+maker2%3D%27The+Limited+Editions+Club+%5Bpublisher%5D%27+OR+maker3%3D%27The+Limited+Editions+Club+%5Bpublisher%5D%27+OR+maker4%3D%27The+Limited+Editions+Club+%5Bpublisher%5D%27+OR+maker5%3D%27The+Limited+Editions+Club+%5Bpublisher%5D%27&current_record=1,5f073582421e
Stereograph photography,Gift of Paul Kiler,Down in Dixie,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CStereo+cards%5CDown+in+Dixie+copy%2Ejpg,"3.5"" H x 7"" W",The World Wide View Co.,Stereo card showing two African American women (one breast feeding) with four children in front of a doorway.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+The+World+Wide+View+Co%2E&whereclause=where+maker%3D%27The+World+Wide+View+Co%2E%27+OR+cleanmaker%3D%27The+World+Wide+View+Co%2E%27+OR+maker1%3D%27The+World+Wide+View+Co%2E%27+OR+maker2%3D%27The+World+Wide+View+Co%2E%27+OR+maker3%3D%27The+World+Wide+View+Co%2E%27+OR+maker4%3D%27The+World+Wide+View+Co%2E%27+OR+maker5%3D%27The+World+Wide+View+Co%2E%27&current_record=1,47f8db2eccae
bound paper volumes,Gift of Theresa Brown,The College Language Association Journal,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CCLA%2Ebmp,"9"" H x 6"" W x 0.5""","Therman B. O'Daniel, editor","(23) volumes of the Official Quaterly publication of the College Language Association. Published by Morgan State College in Baltimore, Maryland.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Therman+B%2E+O%27Daniel%2C+editor&whereclause=where+maker%3D%27Therman+B%2E+O%27%27Daniel%2C+editor%27+OR+cleanmaker%3D%27Therman+B%2E+O%27%27Daniel%2C+editor%27+OR+maker1%3D%27Therman+B%2E+O%27%27Daniel%2C+editor%27+OR+maker2%3D%27Therman+B%2E+O%27%27Daniel%2C+editor%27+OR+maker3%3D%27Therman+B%2E+O%27%27Daniel%2C+editor%27+OR+maker4%3D%27Therman+B%2E+O%27%27Daniel%2C+editor%27+OR+maker5%3D%27Therman+B%2E+O%27%27Daniel%2C+editor%27&current_record=1,15ccecfff8ea
mixed media and glass,Gift of the artist,Antarctica Novella,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CAntarctica%2Ebmp,8' x 8',Therman Statom,A collection of images from a specific time period that were brought together because of their interest for Statom. Many of the elements are the fanciful recognizable ones that he has explored before such as games combined with natural objects.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Therman+Statom&whereclause=where+maker%3D%27Therman+Statom%27+OR+cleanmaker%3D%27Therman+Statom%27+OR+maker1%3D%27Therman+Statom%27+OR+maker2%3D%27Therman+Statom%27+OR+maker3%3D%27Therman+Statom%27+OR+maker4%3D%27Therman+Statom%27+OR+maker5%3D%27Therman+Statom%27&current_record=1,eade9c8063d4
rotogravure,Gift of Edward T. Garcia,The London Magazine: and Monthly Chronologer,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CGarcia%5FLondon%2Ejpg,"8"" H x 5.25"" W",Thomas Astley,"This early issue contains articles including the slave trade defended, War with Spain, Parliamentary debate, trade issues, among others. Also, each issue contains letters from readers, stories, poetry, Foreign Affairs, Marriages, Births, Deaths, History, etc.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Thomas+Astley&whereclause=where+maker%3D%27Thomas+Astley%27+OR+cleanmaker%3D%27Thomas+Astley%27+OR+maker1%3D%27Thomas+Astley%27+OR+maker2%3D%27Thomas+Astley%27+OR+maker3%3D%27Thomas+Astley%27+OR+maker4%3D%27Thomas+Astley%27+OR+maker5%3D%27Thomas+Astley%27&current_record=1,c12a9c1e36bf
Mixed media,"CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department",Energy,http://trio.caamuseum.org/image.asp?media=%5C%5CCaamapp1%5CTrioImages%5CTimothy%5FWashington%5CEnergy%2Ejpg,"96"" x 30"" x 12""",Timothy Washington,"Tall figure with removable pelvic plate revealing face of a baby; arms represented by wheels, head absent with large organic headdress.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Timothy+Washington&whereclause=where+maker%3D%27Timothy+Washington%27+OR+cleanmaker%3D%27Timothy+Washington%27+OR+maker1%3D%27Timothy+Washington%27+OR+maker2%3D%27Timothy+Washington%27+OR+maker3%3D%27Timothy+Washington%27+OR+maker4%3D%27Timothy+Washington%27+OR+maker5%3D%27Timothy+Washington%27&current_record=1,3e34d91d6223
Gelatin silver print,Museum purchase,Black Narcissus,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTony%5FGleaton%5CGleaton%5FNarcissus%2Ejpg,"23"" H x 23"" W x 1.25"" D",Tony Gleaton,"Photograph from Mango Creek, Belize included in ""Tengo Casi 500 Años: Africa's Legacy in Central America"" exhibition.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Tony+Gleaton&whereclause=where+maker%3D%27Tony+Gleaton%27+OR+cleanmaker%3D%27Tony+Gleaton%27+OR+maker1%3D%27Tony+Gleaton%27+OR+maker2%3D%27Tony+Gleaton%27+OR+maker3%3D%27Tony+Gleaton%27+OR+maker4%3D%27Tony+Gleaton%27+OR+maker5%3D%27Tony+Gleaton%27&current_record=1,9ea67d915b08
Gelatin silver print,Museum purchase,The Return of Ulysses,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTony%5FGleaton%5CGleaton%5FUlysses%2Ejpg,"23"" H x 23"" W x 1.25"" D",Tony Gleaton,"Photograph from Nicaragua included in ""Tengo Casi 500 Años: Africa's Legacy in Central America"" exhibition.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Tony+Gleaton&whereclause=where+maker%3D%27Tony+Gleaton%27+OR+cleanmaker%3D%27Tony+Gleaton%27+OR+maker1%3D%27Tony+Gleaton%27+OR+maker2%3D%27Tony+Gleaton%27+OR+maker3%3D%27Tony+Gleaton%27+OR+maker4%3D%27Tony+Gleaton%27+OR+maker5%3D%27Tony+Gleaton%27&current_record=2,8a81517520a0
Stereograph,Gift of Paul Kiler,"A Rice-Raft with Plantation Hands near Georgetown, South Carolina",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CStereo+cards%5CRiceRaft%2Ejpg,"3.5"" H x 7"" W",Underwood & Underwood Publishers,Stereo card showing African American women on a flatboat with rice-straw.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Underwood+%26+Underwood+Publishers&whereclause=where+maker%3D%27Underwood+%26+Underwood+Publishers%27+OR+cleanmaker%3D%27Underwood+%26+Underwood+Publishers%27+OR+maker1%3D%27Underwood+%26+Underwood+Publishers%27+OR+maker2%3D%27Underwood+%26+Underwood+Publishers%27+OR+maker3%3D%27Underwood+%26+Underwood+Publishers%27+OR+maker4%3D%27Underwood+%26+Underwood+Publishers%27+OR+maker5%3D%27Underwood+%26+Underwood+Publishers%27&current_record=1,05a0c7c983f1
Hardbound book,Gift of Ruby Spencer in memory of Margery Berman,I Can Tell The World 1943-1944,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CNegro+Chorus%2Ejpg,"11.5"" H x 9"" W x 1"" D",United States Army Negro Chorus,"Yearbook of the United States Army Negro Chorus documenting the organization of a chorus of 200 African American soldiers to sing a program of ""Negro spirituals"" and folk songs in concert with the London Symphony Orchestra at the Royal Albert Hall, London.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+United+States+Army+Negro+Chorus&whereclause=where+maker%3D%27United+States+Army+Negro+Chorus%27+OR+cleanmaker%3D%27United+States+Army+Negro+Chorus%27+OR+maker1%3D%27United+States+Army+Negro+Chorus%27+OR+maker2%3D%27United+States+Army+Negro+Chorus%27+OR+maker3%3D%27United+States+Army+Negro+Chorus%27+OR+maker4%3D%27United+States+Army+Negro+Chorus%27+OR+maker5%3D%27United+States+Army+Negro+Chorus%27&current_record=1,963e0df87786
Ink on vellum,Gift of Mr. John H. Motley,United States Army Commission of Allen Allensworth to Chaplain with rank of Major,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CMajorAllensworth%2Ejpg,"19"" H x 15"" W",United States President Theodore Roosevelt,"U.S. Army commission signed by the President of the United States and Secretary of War. Framed with a brass plaque that reads, ""Theodore Roosevelt commissions Allen Allensworth, one of the first African American Chaplains in the United States Army, as a Major. This document is also countersigned by future President and Supreme Court Chief Justice William Howard Taft. Document signed December 30, 1904.""",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+United+States+President+Theodore+Roosevelt&whereclause=where+maker%3D%27United+States+President+Theodore+Roosevelt%27+OR+cleanmaker%3D%27United+States+President+Theodore+Roosevelt%27+OR+maker1%3D%27United+States+President+Theodore+Roosevelt%27+OR+maker2%3D%27United+States+President+Theodore+Roosevelt%27+OR+maker3%3D%27United+States+President+Theodore+Roosevelt%27+OR+maker4%3D%27United+States+President+Theodore+Roosevelt%27+OR+maker5%3D%27United+States+President+Theodore+Roosevelt%27&current_record=1,3c7b7baa9a0f
Ink on vellum,Gift of Mr. John H. Motley,United States Army Commission of Allen Allensworth to Lieutenant Colonel-retired,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CLTC%5FAllensworth%2Ejpg,"19"" H x 15"" W",United States President William Howard Taft,U.S. Army commission signed by the President of the United States and Secretary of War.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+United+States+President+William+Howard+Taft&whereclause=where+maker%3D%27United+States+President+William+Howard+Taft%27+OR+cleanmaker%3D%27United+States+President+William+Howard+Taft%27+OR+maker1%3D%27United+States+President+William+Howard+Taft%27+OR+maker2%3D%27United+States+President+William+Howard+Taft%27+OR+maker3%3D%27United+States+President+William+Howard+Taft%27+OR+maker4%3D%27United+States+President+William+Howard+Taft%27+OR+maker5%3D%27United+States+President+William+Howard+Taft%27&current_record=1,cb7df7153b4c
bound book,Museum purchase,Constitution and Book of Laws,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CUNIA%2Ebmp,"6"" H x 4"" W x 0.25"" D","Universal Negro Improvement Association, Inc. and African Communities League, Inc. of the World",Bound publication featuring the Constitution and Book of Laws for the organization created by Marcus Garvey. In effect July 1918. Revised and Amended August 1920 and August 1921.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World&whereclause=where+maker%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+cleanmaker%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+maker1%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+maker2%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+maker3%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+maker4%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27+OR+maker5%3D%27Universal+Negro+Improvement+Association%2C+Inc%2E+and+African+Communities+League%2C+Inc%2E+of+the+World%27&current_record=1,cdeb86dabf54
Photo-mechanical reproduction,Gift of Universal Pictures,Do the Right Thing,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMovies%5CDo+the+Right+Thing%2Ejpg,"44"" x 29""",Universal Pictures,"movie poster, blue background, 2 men and 1 girl. Movie by Spike Lee.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Universal+Pictures&whereclause=where+maker%3D%27Universal+Pictures%27+OR+cleanmaker%3D%27Universal+Pictures%27+OR+maker1%3D%27Universal+Pictures%27+OR+maker2%3D%27Universal+Pictures%27+OR+maker3%3D%27Universal+Pictures%27+OR+maker4%3D%27Universal+Pictures%27+OR+maker5%3D%27Universal+Pictures%27&current_record=1,a62110e3cf16
Photograph,Courtesy of the University of Wisconsin Sports News Service,University of Wisconsin Graduate Department Admissions Application,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLoans%5COlympians%5Cpoage+application%2Ejpg,8 x 10,University of Wisconsin,Application file page for student George Poage from 1903,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+University+of+Wisconsin&whereclause=where+maker%3D%27University+of+Wisconsin%27+OR+cleanmaker%3D%27University+of+Wisconsin%27+OR+maker1%3D%27University+of+Wisconsin%27+OR+maker2%3D%27University+of+Wisconsin%27+OR+maker3%3D%27University+of+Wisconsin%27+OR+maker4%3D%27University+of+Wisconsin%27+OR+maker5%3D%27University+of+Wisconsin%27&current_record=1,aafdc8878f4d
Photograph,Gift of Wayne and Shelby Kostman,Collection of historical photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CA1%2EBMP,"3 3/8 x 5 3/8""",unknown,Young woman standing against chair,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=2,6c205d57833c
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CA2%2EBMP,"3 1/8 x 5 3/8""",unknown,Two young women dressed in white,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=3,355014a8a918
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CA3%2EBMP,"3½ x 5½""",unknown,Baby in white on wire chair,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=4,7a875ba7a499
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CA4%2EBMP,"5 x 1½""",unknown,"Three photos, two of young boy in cap. One of mother and child",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=5,a8a0a9304b2f
Photograph,Gift of Wayne & Shelby Kostman,Collection of historic photographs,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKOSTMAN%5CA5%2EBMP,"3½ x 5 3/8""",unknown,Baby seated on small wooden chair,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+unknown&whereclause=where+maker%3D%27unknown%27+OR+cleanmaker%3D%27unknown%27+OR+maker1%3D%27unknown%27+OR+maker2%3D%27unknown%27+OR+maker3%3D%27unknown%27+OR+maker4%3D%27unknown%27+OR+maker5%3D%27unknown%27&current_record=6,0ce50088bcbb
