dim,made,prov,title,nationality,artist,image_url,birth_date,death_date,production_id
20 x 15 in. (50.8 x 38.1 cm),1968,"Norton Simon Museum, Anonymous Gift, 1969","Lebannon,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.132,1916,2010,a08b0bdd3024
Paper: 18 x 24 in. (45.72 x 60.96 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Civitaveccia,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.130,1916,2010,95be4e8af352
comp: 13-5/8 x 8-1/8 in. (34.6 x 20.6 cm); mount: 15-1/8 x 9-1/4 in. (38.4 x 23.5 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Maid of Saxony,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.063,1879,1940,fb4bce8d689d
Paper: 19 x 21-3/4 in. (48.26 x 55.25 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Amalfi,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.137,1916,2010,128724e3309a
"Hosoban, 13 x 5-7/8 in. (33.0 x 14.9 cm)",1789,"Norton Simon Museum, Gift of the San Marino League","The Actor Nakamura Nakazo I,",Japanese,Shunsho Katsukawa,http://images.nortonsimon.org/viewer/index.php?id=P.1967.25.21,1726,1792,3274fc78858b
Paper: 19 x 21-3/4 in. (48.26 x 55.25 cm.),1968,"Norton Simon Museum, Anonymous Gift, 1969","Urbino,",American,"Kasten, Karl",http://images.nortonsimon.org/viewer/index.php?id=P.1969.092.140,1916,2010,6c45618c9ec7
18-1/2 x 16-3/4 in. (47.0 x 42.5 cm),1923,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Untitled,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.209,1866,1944,1c5274db10b6
23-5/8 x 27-5/8 in. (60.0 x 70.2 cm),1932,"Norton Simon Museum, Museum Purchase for The Blue Four Galka Scheyer Collection with funds donated by Mr. and Mrs. Alexander P. Hixon","Unequal,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1972.01,1866,1944,b5c916ac7d5b
comp: 9-3/8 x 7-7/8 in. (23.8 x 20.0 cm); sheet:  11-3/8 x 10-1/8 in. (28.7 x 25.7 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Small Worlds XI,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.206,1866,1944,f0bb215a85ce
comp: 9-3/8 x 7-3/4 in. (23.8 x 19.7 cm); sheet:  11-7/8 x 10-1/2 in. (30.2 x 27.0 cm),1922,"Norton Simon Museum, Museum Purchase","Small Worlds XII,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1963.14.20,1866,1944,3a395c3a349d
comp: 9-3/8 x 7-3/4 in. (23.8 x 19.7 cm); sheet:  11-7/8 x 10-5/8 in. (30.3 x 27.0 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Small Worlds X,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.219,1866,1944,96fb1c32839a
comp: 10-3/4 x 9-1/8 in. (27.3 x 23.2 cm); sheet: 14-3/8 x 12 in. (36.5 x 30.5 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Small Worlds VIII,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.220,1866,1944,eb8b00a83a02
comp: 10-3/4 x 9-1/8 in. (27.3 x 23.2 cm); sheet: 14 x 11-1/4 in. (35.6 x 28.6 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Small Worlds VII,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.218,1866,1944,596d04570a08
comp: 10-3/4 x 9-1/8 in. (27.3 x 23.2 cm); sheet: 14-3/8 x 12-3/8 in. (36.4 x 31.4 cm),1922,"Norton Simon Museum, Museum Purchase","Small Worlds VI,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1963.14.19,1866,1944,e932df54aff1
comp: 10-3/4 x 9-1/8 in. (27.3 x 23.2 cm); sheet: 13-3/8 x 10-7/8 in. (33.8 x 27.6 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Small Worlds V,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.203,1866,1944,81fb34e9f2b5
comp: 9-3/8 x 7-7/8 in. (23.8 x 20.0 cm); sheet: 12 x 10-1/2 in. (30.5 x 26.8 cm),1922,"Norton Simon Museum, Museum Purchase","Small Worlds IX,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1963.14.21,1866,1944,68f75a628138
comp: 10-1/2 x 10-1/8 in. (26.7 x 25.7 cm); sheet: 13-5/8 x 11-3/8 in. (34.5 x 28.9 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Small Worlds IV,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.217,1866,1944,04a63739825d
comp: 11-3/4 x 7-1/2 in. (29.8 x 19.1 cm); sheet: 13-5/8 x 10-1/2 in. (34.6 x 26.7 cm),1923,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Violet,",Russian,Vasily Kandinsky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.204,1866,1944,d64bd9946e27
sheet: 15-7/8 x 19-7/8 in. (40.3 x 50.5 cm); mount: 16-1/4 x 20-1/2 in. (41.3 x 52.1 cm),1930,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Maiden's Terror,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.021,1879,1940,1de4b3c08107
71-7/8 x 50-3/8 x 8-7/8 in. (182.6 x 128.0 x 22.5 cm),1969,"Norton Simon Museum, Gift of the Artist","Untitled,",American,Craig Kauffman,http://images.nortonsimon.org/viewer/index.php?id=P.1970.03,1932,2010,92ef195e5a11
19 x 55-1/2 x 10 in. (48.3 x 141.0 x 25.4 cm),1968,"Norton Simon Museum, Museum Purchase, Fellows Acquisition Fund","Untitled,",American,Craig Kauffman,http://images.nortonsimon.org/viewer/index.php?id=P.1968.10,1932,2010,a0160a16f602
comp: 11-3/4 x 9-3/4 in. (29.8 x 24.8 cm); mount: 12-1/4 x 10-3/8 in. (31.1 x 26.4 cm),1920,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Garden in Red,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.052,1879,1940,b8406114cbb9
sheet: 5-3/8 x 9-7/8 in. (13.7 x 25.1 cm); mount: 6 x 10-1/2 in. (15.2 x 26.7 cm),1912,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Galloping Horses,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.028,1879,1940,680c548b7869
comp: 13-3/8 x 18-7/8 in. (34.0 x 48.0 cm);  mount: 15 x 20-3/8 in. (38.1 x 51.8 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Flora of the Dead City,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.034,1879,1940,830c9ad5b536
sheet: 14-3/8 x 7-5/8 in. (36.5 x 19.4 cm); mount: 20-1/8 x 12-7/8 in. (51.1 x 32.7 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","First Drawing for ""Specter of a Genius"",",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.023,1879,1940,daa113134ae7
12-3/8 x 18-7/8 in. (31.4 x 47.9 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Memory of a Bird,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.033,1879,1940,6008b1336759
comp: 9 x 11-5/8 in. (22.9 x 29.5 cm); sheet:  12-3/4 x 16-3/4 in. (32.4 x 42.5 cm),1922,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Vulgar Comedy,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.317,1879,1940,0d660278abb4
31-7/8 x 33-1/2 in. (81.0 x 85.1 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Two Heads,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.066,1879,1940,ed6bab59bf40
comp: 1-5/8 x 1-5/8 in. (4.1 x 4.1 cm); sheet: 5-1/2 x 3-1/2 in. (14.0 x 8.9 cm),1926,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Two Sketches on a Postcard,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.070,1879,1940,44750e9ad4a5
sheet: 6-1/8 x 5-7/8 in. (15.6 x 14.9 cm); mount: 7-3/4 x 6-1/2 in. (19.7 x 16.5 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Triple Portrait,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.051,1879,1940,41eac325fb30
comp: 17-3/8 x 10-1/2 in. (44.1 x 26.7 cm); sheet: 19 x 12-5/8 in. (48.3 x 32.1 cm),1923,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Tightrope Walker,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.039,1879,1940,d2cfdfb91b9b
sheet: 14-3/4 x 21-1/8 in. (37.5 x 53.7 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Plants in the Courtyard,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.058,1879,1940,6d7d5b9c9f0c
sheet: 12 x 18 3/8 in. (30.5 x 46.7 cm); mount: 18-7/8 x 24-5/8 in. (47.9 x 62.5 cm),1927,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Plant Seeds,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.020,1879,1940,cd55da4e92fa
comp: 6-1/4 x 8-7/8 in. (15.6 x 22.5 cm); mount: 7-1/8 x 9-1/8 in. (18.1 x 23.2 cm),1924,"Norton Simon Museum, Museum Purchase for The Blue-Four Galka Scheyer Collection","Plants and Stars,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1964.38,1879,1940,e8626756b36a
comp: 5 x 4 in. (12.7 x 10.2 cm); sheet:  6-3/8 x 5-7/8 in. (16.2 x 14.9 cm),1920,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Park,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.318,1879,1940,0af3340100fe
sheet: 11-3/4 x 8-7/8 in. (29.8 x 22.5 cm); mount: 12-3/8 x 9-5/8 in. (31.4 x 24.4 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Organization,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.053,1879,1940,9f51874ccafc
comp: 12-1/4 x 6-7/8 in. (31.1 x 17.5 cm); sheet: 13-1/4 x 7-3/4 in. (33.7 x 19.7 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","The Saint of the Inner Light,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.046,1879,1940,52dde331e565
comp: 8-5/8 x 7-1/4 in. (21.9 x 18.4 cm);  mount:  9-5/8 x 7-7/8 in. (24.4 x 20.0 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","The Tree of Houses,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.025,1879,1940,d646e1a385b5
comp: 17-3/4 x 12-1/4 in. (45.1 x 31.1 cm); mount: 19-1/2 x 13-3/4 in. (49.5 x 34.9 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","The Saint,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.064,1879,1940,c07cbdf7f345
17 x 23-1/2 in. (43.2 x 59.7 cm),1852,The Norton Simon Foundation,"View of Harfleur,",Dutch,Johan Barthold Jongkind,http://images.nortonsimon.org/viewer/index.php?id=F.1969.08.2.P,1819,1891,d1881506f387
17 x 22-1/16 in. (43.2 x 56 cm),1871,Norton Simon Art Foundation,"The Church of St. -Médard on the Rue Mouffetard,",Dutch,Johan Barthold Jongkind,http://images.nortonsimon.org/viewer/index.php?id=M.1968.07.P,1819,1891,75e2f93b309a
comp: 10-7/8 x 7-1/2 in. (27.6 x 19.1 cm); sheet: 13-1/2 x 10-5/8 in. (34.3 x 27.0 cm),1923,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","The Man in Love,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.037,1879,1940,51a614776181
sheet: 10 7/8 x 15 3/8 in. (27.6 x 39.1 cm); mount: 12-1/4 x 16-7/8 in. (31.1 x 42.9 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","The Gate to Hades,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.059,1879,1940,13858cfeffb8
comp: 6-1/4 x 2-3/8 in. (15.9 x 6.0 cm); mount:  9-1/2 x 5-7/8 in. (24.1 x 14.9 cm),1908,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","The Father,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.043,1879,1940,d983930be9ea
sheet: 11-3/4 x 18-1/8 in. (29.8 x 46.0 cm); mount: 14 x 20 x 20-3/4 in. (35.6 x 50.8 x 52.7 cm),1924,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Swamp Water-Sprite,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.031,1879,1940,0de651788e7f
sheet: 16 3/8 x 12 1/2 in. (41.5925 x 31.75 cm),1914,Norton Simon Museum,"Small World,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1969.137,1879,1940,c4f56e8287d1
comp: 7-7/8 x 10-3/8 in. (20.0 x 26.4 cm); mount: 8-1/4 x 10-3/4 in. (21.0 x 27.3 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Room Perspective Red-Green,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.055,1879,1940,fe87ecc1b1f8
comp: 10-1/8 x 6-5/8 in. (25.7 x 16.8 cm); mount: 10-5/8 x 7-1/8 in. (27.0 x 18.1 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Remembrance Sheet of a Conception,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.026,1879,1940,f9262ab6eb55
21-1/2 x 13-3/4 in. (54.6 x 34.9 cm),1930,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Refuge,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.065,1879,1940,9d00b59eeedb
38-1/4 x 37-5/8 in. (97.2 x 95.6 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Possibilities at Sea,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.067,1879,1940,e350bc6b37a2
sheet: 6-3/8 x 4-1/4 in. (16.2 x 10.8 cm); mount:  6-3/4 x 4-1/4 in. (17.1 x 10.8 cm),1909,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Nude, Bending Backwards,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.042,1879,1940,205e836b24b2
sheet: 5-1/2 x 2-3/4 in. (14.0 x 7.0 cm); mount:  6-7/8 x 3-3/8 in. (17.5 x 8.6 cm),1909,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Nude from Behind, with Cane,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.044,1879,1940,cc835691fc01
sheet: 7 x 10-7/8 in. (17.8 x 27.6 cm); mount: 7-1/2 x 11-3/8 in. (19.1 x 28.9 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","New Houses,",Swiss,Paul Klee,http://images.nortonsimon.org/viewer/index.php?id=P.1953.029,1879,1940,b036fa8d6ebe
Paper: 22-1/2 x 16-1/2 in. (57.15 cm. x 41.91); Image: 21-3/4 x 15-3/4 in. (55.25 x 40.01 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1967","A Pythagorean Notebook XVII,",American,Alfred Jensen,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.127,1903,1981,6cf81bf7c56a
Paper: 22-1/2 x 16-1/2 in. (57.15 cm. x 41.91); Image: 20-3/4 x 15-3/4 in. (52.71 x 40.01 cm.),1966,"Norton Simon Museum, Anonymous Gift, 1967","A Pythagorean Notebook VI,",American,Alfred Jensen,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.050,1903,1981,013b4a125fb9
16-3/4 x 12-3/4 in. (42.5 x 32.4 cm),1927,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head: Winter Ringing,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.105,1864,1941,d1e1a4823669
8-1/4 x 6-1/4 in. (21.0 x 15.9 cm),1921,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head: Small Head on Wood,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.149,1864,1941,93ba9fd4a4ab
16-3/4 x 12-7/8 in. (42.5 x 32.7 cm),1923,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head: Life and Death,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.078,1864,1941,f6e48c9481ba
16-1/2 x 12-7/8 in. (41.9 x 32.7 cm);,1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head: Inner Vision - Red-Black,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.104,1864,1941,49f31261dc4e
7 x 5-1/2 in. (17.8 x 14.0 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head: Contained,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.106,1864,1941,dfc85723533c
14-1/8 x 10-7/8 in. (35.9 x 27.6 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Astonishment,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.570,1864,1941,2a70e392e8cd
5-5/8 x 4-1/2 in. (14.3 x 11.4 cm),1932,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.107,1864,1941,846383df6fde
7-1/8 x 5-1/2 in. (18.1 x 14.0 cm),1923,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Abstract Head,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.090,1864,1941,aa25255029a5
13 x 17-5/8 in. (33.02 x 44.8 cm),1909,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","White Cloud,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.136,1864,1941,378d648b1855
7 x 5-1/2 in. (17.8 x 14.0 cm),1922-1924,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Woman's Head: Faith,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.143,1864,1941,b1f08047e915
13 x 16-1/8 in. (33.0 x 41.0 cm),1909-1910,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Floating Cloud,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.568,1864,1941,82259a1c0fbd
21 x 19-1/4 in. (53.3 x 48.9 cm),1912,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Fiery Head,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.083,1864,1941,0ef332437ac3
20-7/8 x 19-3/8 in. (53.0 x 49.2 cm),1914,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Black Tree - Bordighera,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.571,1864,1941,f25d37c25629
21 x 19-1/2 in. (53.3 x 49.5 cm),1912,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Feather Hat - Olga,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.080,1864,1941,eeaba82b9c71
14-3/8 x 10-3/4 in. (36.5 x 27.3 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Fallen Angel,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.159,1864,1941,be125de69793
10-5/8 x 14-1/4 in. (27.0 x 36.2 cm),1914,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Cornfield,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.567,1864,1941,643a83b30627
6-3/4 x 5-3/8 in. (17.1 x 13.7 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Bust of a Woman,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.582,1864,1941,97002145f6b3
comp: 3-1/8 x 2-3/8 in. (7.9 x 6.0 cm); sheet: 8-1/4 x 6-1/2 in. (21.0 x 16.5 cm),1928,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Cold, Cold,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.586,1864,1941,f5477c6c61df
27-1/4 x 20-1/8 in. (69.2 x 51.1 cm),1910,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Child with Doll,",Russian,Alexei Jawlensky,"http://images.nortonsimon.org/viewer/index.php?id=P.1953.086a,b",1864,1941,57a6c32eb6cb
21 x 19-1/4 in. (53.3 x 48.9 cm),1911,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Blossoming Girl,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.085,1864,1941,24b18a8eb8b7
21-1/8 x 19-3/8 in. (53.7 x 49.2 cm),1911,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Blonde,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.566,1864,1941,ab2d9b85c6e5
12-7/8 x 9-7/8 in. (32.7 x 25.1 cm),1914-1915,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Village,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.093,1864,1941,a6ba52de4c5f
14-1/8 x 10-3/4 in. (36.0 x 27.3 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Wind,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.092,1864,1941,43bb7a5695cb
14-3/8 x 10-1/2 in. (36.5 x 26.7 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Tragic,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.133,1864,1941,8e9c149facac
14-1/4 x 10-3/4 in. (36.2 x 27.3 cm),1916,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Summer Blessing,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.139,1864,1941,90733fc3b8c6
14-3/8 x 10-3/4 in. (36.5 x 27.3 cm),1918,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Ours,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.140,1864,1941,05a9e33b3464
14-3/8 x 10-5/8 in. (36.5 x 27.0 cm),1919,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Overture,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.132,1864,1941,a460b1d5d457
13-7/8 x 10-3/8 in. (35.2 x 26.4 cm),1916,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Spring Evening,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.128,1864,1941,1788db6dee7e
14-1/8 x 10-5/8 in. (36.0 x 27.0 cm),1916,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Variation: Snow,",Russian,Alexei Jawlensky,http://images.nortonsimon.org/viewer/index.php?id=P.1953.091,1864,1941,0321da2b5beb
